ICB name,GP code,GP name,Asthma: QOF prevalence,Bowel cancer screening coverage: aged 60 to 74 years old,Breast screening coverage: aged 53 to 70 years old,CHD: QOF prevalence,CKD: QOF prevalence,COPD: QOF prevalence,Cancer: QOF prevalence,Cervical screening coverage: aged 25 to 49 years old,Cervical screening coverage: aged 50 to 64 years old,Children who received at least 1 dose of MMR vaccine between the ages of 1 and 1.5 yrs,Dementia: QOF prevalence,Depression: QOF incidence - new diagnosis,Deprivation score (IMD 2025),Diabetes: QOF prevalence,Hypertension: QOF prevalence,"Last BP reading of patients (80+ yrs, with hypertension), in the last 12 months is <= 150/90 mmHg (denominator incl. PCAs)","Last BP reading of patients (<80 yrs, with hypertension), in the last 12 months is <= 140/90 mmHg (denominator incl. PCAs)",Learning disability: QOF prevalence,Mental Health: QOF prevalence,Obesity: QOF prevalence (new definition),Osteoporosis: QOF prevalence,"Patients (aged 45+ yrs), who have a record of blood pressure in the last 5 yrs (denominator incl. PCAs)",Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator incl. PCAs),People with type 2 diabetes who have received an annual foot check,People with type 2 diabetes who received a cholesterol check,Smoking: QOF prevalence,Stroke: QOF prevalence,Weighted population
Suffolk and North East Essex ICB - 06L ,D83008,Burlington Primary Care,6.0604,67.0379,68.4564,2.3825,5.2376,1.5706,2.7381,57.5806,64.2553,85.2273,0.5275,0.958,31.25,7.9269,14.2476,81.9249,61.5268,0.6341,1.2505,11.8444,1.461,84.0913,84.9003,78.7879,89.3939,21.3645,1.5943,16717
Suffolk and North East Essex ICB - 06L ,D83015,Howard House Surgery,8.7266,76.1039,81.1715,4.9894,10.7318,2.9016,5.2961,74.4076,78.7879,94.2308,1.7103,0.666,18.472,9.9865,24.8526,80.937,71.3038,0.7195,1.1559,14.4995,0.4629,92.5663,75.7098,77.9412,88.2353,13.2911,3.0078,10224
Suffolk and North East Essex ICB - 06L ,D83017,Needham Market Country Practice,7.4598,77.9851,84.5714,3.5964,7.2113,1.8488,4.9253,78.125,76.7528,96.9231,1.0544,0.584,12.706,7.7685,18.6972,82.5112,69.2188,0.4766,0.8088,11.2176,4.1571,85.2522,82.6748,88.3117,94.1558,12.0935,2.5854,13347
Suffolk and North East Essex ICB - 06L ,D83019,Mendlesham Medical Group,8.4701,78.9617,83.8298,3.8835,3.307,2.095,5.046,78.3333,78.3626,92.8571,0.5493,0.425,15.265,7.9436,18.5743,80.8081,68.7122,0.2555,0.5876,12.6517,0.2173,89.6158,89.441,88.3721,95.3488,10.5463,2.5422,7396
Suffolk and North East Essex ICB - 06L ,D83020,The Holbrook and Shotley Practice,6.3408,76.0807,78.6957,4.1758,3.9322,1.2867,5.8024,75.1295,77.7778,94.3396,1.4324,0.3,14.653,7.7983,18.269,84.3602,73.5919,0.3399,0.7526,11.4663,4.2017,91.5552,87.9781,86.3636,95.4545,8.5313,2.6099,7939
Suffolk and North East Essex ICB - 06L ,D83024,Ivry Street Medical Practice,6.65,75.8772,82.3529,2.9808,5.0571,1.1431,3.2195,72.6218,78.022,93.4579,0.6511,0.933,18.667,6.9176,14.7518,83.5671,71.6234,0.5426,0.8609,12.8608,0.2537,89.5944,83.4677,87.9699,95.4887,10.5399,1.8666,12442
Suffolk and North East Essex ICB - 06L ,D83026,Framlingham Surgery,7.6828,79.7561,85.0575,4.1864,10.086,1.5067,5.1227,78.8732,79.6209,95.1613,1.4636,0.143,16.278,7.3621,18.4245,91.0204,86.0066,0.4197,0.7641,9.9818,1.2709,89.3055,83.682,94.9495,96.9697,9.3642,2.7012,8826
Suffolk and North East Essex ICB - 06L ,D83028,Leiston Surgery,8.2326,76.7654,80.7547,4.3099,7.6787,2.0814,5.0352,73.6842,76.6304,92.1348,1.4191,1.023,22.634,8.7267,20.6244,86.3732,75.0842,0.5782,1.3771,13.4883,0.6166,92.5612,82.1429,89.5652,93.913,13.7197,2.7646,10470
Suffolk and North East Essex ICB - 06L ,D83037,Hadleigh Boxford Group Practice,9.849,79.2126,82.1002,4.0806,8.9065,1.7699,5.6662,79.1183,80.2432,94.0171,1.3213,0.656,14.267,7.8236,18.9405,86.6375,73.905,0.6023,0.7989,13.7632,4.1459,91.3301,79.405,89.6739,96.7391,10.2095,2.5873,15845
Suffolk and North East Essex ICB - 06L ,D83041,Debenham Group Practice,9.2017,80.6742,84.0136,3.6195,7.9912,1.3458,5.5567,79.1489,83.7004,96.4912,0.5404,0.611,13.512,6.9356,18.2096,81.2821,76.0029,0.4078,0.7443,15.457,0.6159,93.286,82.1739,94.0594,99.0099,9.7464,2.5184,8418
Suffolk and North East Essex ICB - 06L ,D83043,Eye Health Centre,8.5466,78.9091,83.2335,3.7763,5.4805,1.8319,5.2547,73.7931,80.4511,100,1.398,0.495,15.877,7.8844,17.2425,73.6842,63.199,0.4982,0.7713,10.8849,0.3868,86.5854,84.2105,78.6667,85.3333,11.1944,2.7157,6189
Suffolk and North East Essex ICB - 06L ,D83044,Stowhealth,8.5842,77.5714,83.2985,3.1022,5.4597,1.7579,4.0286,76.9923,78.2842,96.3265,0.9522,1.174,14.865,7.8097,20.3025,84.565,70.8756,0.698,0.879,14.9234,1.0169,90.1652,82.7935,90.2834,93.5223,12.7501,1.9131,21496
Suffolk and North East Essex ICB - 06L ,D83046,Two Rivers Medical Centre,7.132,75.5631,81.6393,3.1643,6.2565,1.3743,3.9319,70.7585,79.0514,91.7603,0.8447,1.415,13.848,6.9555,15.0303,80.8612,63.6522,0.5028,0.8816,13.5079,2.8118,85.4308,85.9532,90.4437,94.5392,11.1394,1.857,26697
Suffolk and North East Essex ICB - 06L ,D83048,Grove Medical Centre,8.2644,78.3887,83.871,5.3151,8.7343,2.715,6.3827,80.9412,80.5471,93.1624,0.9586,1.276,17.095,8.9566,20.7841,84.3648,69.2222,0.6084,1.0102,18.1269,2.5197,91.9536,84.4203,93.8326,95.5947,13.5444,2.6977,18086
Suffolk and North East Essex ICB - 06L ,D83049,Little St John Street Surgery,8.4764,79.2079,84.7291,4.5929,11.1413,1.7096,7.7224,79.6407,82.7815,97.8261,1.3619,0.679,12.846,7.203,21.0374,84.9257,78.3894,0.4781,1.5793,13.6889,2.0057,90.2474,73.9394,93.0556,95.8333,9.3073,3.3613,7579
Suffolk and North East Essex ICB - 06L ,D83050,Cardinal Medical Practice,7.3242,70.3617,77.0134,3.4134,7.3098,1.8017,3.7055,70.457,72.8421,86.9403,0.7918,0.824,24.382,8.7092,17.6197,80.9099,58.9295,0.9044,1.0311,16.9785,1.0131,88.7338,83.1551,86.3372,88.0814,18.5324,2.041,27424
Suffolk and North East Essex ICB - 06L ,D83051,The Derby Road Practice,7.4078,75.6506,78.2946,2.9541,6.1038,1.5935,3.5491,75.4518,77.439,89.6342,0.6312,1.038,20.33,7.5774,14.6257,83.7294,66.6667,0.8019,0.9882,14.7503,0.1005,90.4947,83.8164,86.8293,93.1707,14.8051,1.7642,17310
Suffolk and North East Essex ICB - 06L ,D83053,Saxmundham Health Centre,7.5493,78.271,76.9784,4.382,8.0072,1.9416,5.5172,77.9736,80.1932,94.2029,1.0398,0.883,21.702,7.953,22.1538,82.4458,70.778,0.9761,1.2095,18.0097,0.8562,88.8685,85.259,88.8889,94.4444,11.9552,2.9814,9963
Suffolk and North East Essex ICB - 06L ,D83054,The Peninsula Practice,8.1617,80.1105,81.7352,5.5416,4.3419,2.1723,6.6795,71.1268,75.7962,96,1.6108,1.26,17.079,7.2789,22.5654,84.3673,75.5338,0.3694,1.0049,15.1881,2.1581,89.8837,87.1429,83.0986,84.507,10.3813,3.3102,7386
Suffolk and North East Essex ICB - 06L ,D83056,Hawthorn Drive Surgery,7.9005,64.0625,70.9677,2.9936,3.8593,2.1528,3.1784,73.822,75.8621,89.3204,1.312,3.652,31.934,8.5259,14.4599,75.0779,56.4309,0.8778,1.4137,14.2404,0.3597,87.4718,82.1429,71.4286,80.1587,20.9488,2.0974,10898
Suffolk and North East Essex ICB - 06L ,D83057,Framfield House Surgery,7.5005,80.5243,83.844,3.7349,6.2306,1.317,6.0066,79.5396,82.8467,95.7627,0.9616,1.184,12.127,6.7664,19.5248,84.3044,75.9816,0.4599,0.9825,14.8894,1.691,90.1458,78.8591,91.7293,98.4962,7.9842,2.5294,13708
Suffolk and North East Essex ICB - 06L ,D83059,Barrack Lane Medical Centre,5.7098,69.5745,71.9764,2.3278,4.7074,1.4461,2.1365,70.3022,76.0135,82.1012,0.4805,1.402,30.927,7.206,13.4207,87.1734,70.3176,0.6484,1.0589,13.4243,0.5413,84.1439,86.0465,86.5285,90.6736,21.3205,1.5907,19044
Suffolk and North East Essex ICB - 06L ,D83061,Wickham Market Medical Centre,7.6357,78.1991,82.1818,3.6371,7.0571,1.4468,6.2092,78.0876,82.6923,95.4546,1.4468,0.922,16.79,7.3804,18.1453,83.2941,71.47,0.3316,0.7636,16.6242,1.4204,91.0663,80.8889,85.4167,91.6667,10.3148,2.6223,9169
Suffolk and North East Essex ICB - 06L ,D83069,Fressingfield Medical Centre,7.7781,80.5825,78.8945,3.7002,7.3221,1.9279,5.8769,84.0278,84.2105,91.1765,0.653,0.372,16.509,6.0517,18.1281,74.6082,62.3377,0.2954,0.7774,13.7335,0.1113,89.2628,84.0708,91.8033,90.1639,9.5477,2.3787,6167
Suffolk and North East Essex ICB - 06L ,D83073,Dr Solway & Dr Mallick Practice,5.7006,65.9574,70.1031,2.4423,8.9956,1.6393,2.6263,60.9302,67.5,72.2222,0.8531,0.65,26.537,7.2491,13.4828,79.7753,70.8599,0.4349,1.0539,8.5133,0.1645,80.9187,75.7143,93.4426,88.5246,18.66,1.5557,5164
Suffolk and North East Essex ICB - 06L ,D83074,Orchard Medical Practice,5.6272,66.6667,74.7863,2.1843,3.7878,1.5464,3.0026,60.1124,74.1294,79.5082,0.7073,0.477,25.721,6.1552,12.2114,84.1398,69.1865,0.5201,1.061,10.8954,0.3655,79.2546,83.682,85.1563,95.3125,17.3528,1.4493,12229
Suffolk and North East Essex ICB - 06L ,D83079,Combs Ford Surgery,8.2804,74.7801,82.5,3.5249,6.5122,1.9333,4.2192,73.8007,75.3695,96.4286,1.1963,0.978,17.407,8.0228,18.778,77.4936,70.6657,0.8759,1.1856,15.4569,0.35,90.3602,79.1111,81.7308,86.5385,13.8933,2.414,9751
Suffolk and North East Essex ICB - 06L ,D83080,Martlesham Surgery,7.1517,80.083,83.8028,3.4874,7.0972,1.2358,4.4523,78.1818,85.0467,100,0.6264,0.867,8.348,7.2505,18.4696,85.9206,74.9386,0.237,0.7957,14.1737,0.1802,90.5082,78.4,89.6552,98.2759,7.9801,2.0146,5394
Suffolk and North East Essex ICB - 06L ,D83081,Haven Health,8.16,72.1003,79.9127,3.9379,8.3046,2.4686,5.1487,85.6557,86.1111,82.8571,1.6222,1.063,22.18,9.9816,19.5604,84.9057,75.4829,0.7406,1.2931,20.9914,1,90.9846,77.6062,90.0901,96.3964,17.8616,2.4921,9037
Suffolk and North East Essex ICB - 06L ,D83084,The Birches Medical Centre,5.8616,76.8519,80.8219,4.1148,8.1133,1.1208,5.0361,73.224,78.8618,89.1304,0.8905,1.002,7.697,8.1633,17.5342,85.6707,74.6929,0.5527,0.6756,10.8499,0.14,89.1917,83.1579,88.75,91.25,8.4109,2.3031,6276
Suffolk and North East Essex ICB - 06L ,Y01794,Ravenswood Medical Practice,6.9848,71.748,76.0736,3.3783,7.0241,2.1015,3.9968,76.7932,77.5591,89.6552,0.9842,1.272,22.643,9.4878,16.9582,79.7398,65.3579,0.9776,1.0175,20.7329,0.3392,90.765,84.7255,87.0647,93.5323,16.127,2.1015,15165
Suffolk and North East Essex ICB - 07K ,D83003,Wickhambrook Surgery,9.1558,75.5906,82.3171,4.1748,6.3466,2.2148,5.6252,80.1724,77.9661,96.2963,0.686,0.623,14.465,7.8243,19.3454,82.6087,61.8529,0.3528,0.49,12.7856,0.5963,87.6646,91.6031,85.7143,92.0635,9.1256,2.1364,5599
Suffolk and North East Essex ICB - 07K ,D83005,Angel Hill Surgery,8.7575,74.6063,79.4203,3.5358,7.2056,2.1144,4.6319,67.4473,77.0992,96.2963,1.0042,0.309,15.477,7.9438,18.853,84.2548,68.1025,0.7142,1.089,9.8805,3.5241,87.6606,86.2385,80.6061,89.697,12.9014,2.3831,15939
Suffolk and North East Essex ICB - 07K ,D83012,Unity Healthcare,8.0606,74.4991,76.9029,3.6815,6.6697,2.2922,4.7111,74.902,80.2985,92.9412,0.952,0.707,16.69,9.315,21.2593,81.7487,67.4783,0.5026,0.7396,15.6057,0.3125,86.8809,82.4345,78.9474,90.5817,14.4352,2.1983,21426
Suffolk and North East Essex ICB - 07K ,D83013,The Guildhall and Barrow Surgery,8.4451,78.5563,78.0645,3.6749,7.2666,2.3736,5.0946,71.6049,79.4466,93.6508,1.2274,0.575,14.548,8.6991,18.9959,79.6062,76.1572,0.5841,1.0056,12.995,3.0742,91.9454,81.8653,84.3023,91.2791,12.0795,2.4105,14965
Suffolk and North East Essex ICB - 07K ,D83018,Market Cross Surgery,7.765,74.4921,74.4027,3.6889,3.7088,2.9152,4.5955,71.3924,72.1739,91.5888,0.8363,0.896,19.181,9.6557,17.5147,85.9316,76.0933,0.6487,0.8832,17.7066,0.497,84.4031,86.9863,85.3107,92.0904,15.9533,1.9695,13990
Suffolk and North East Essex ICB - 07K ,D83021,Haverhill Family Practice,6.1283,74.3852,75,3.0294,4.9396,2.4073,3.6464,69.4153,78.0645,94.5545,0.6777,1.408,17.774,8.6744,14.7423,80.9122,66.0353,0.4653,0.8244,18.2863,2.5213,87.8705,89.4737,74.7899,93.6975,17.0739,1.6437,17159
Suffolk and North East Essex ICB - 07K ,D83027,Orchard House Surgery,6.165,72.4227,75.2688,2.574,2.3724,1.6487,3.6255,74.9441,76.4444,93.0233,0.7234,0.526,13.588,5.6811,13.7954,82.1138,70.4957,0.3197,0.7402,7.87,0.7755,84.389,85.2761,86.9159,92.5234,16.1698,1.8001,11162
Suffolk and North East Essex ICB - 07K ,D83029,The Rookery Medical Centre,6.8986,72.0621,75.0865,2.6468,3.0255,2.3018,4.2447,70.7006,79.2035,96.3964,0.711,0.712,14.101,7.0867,14.522,90.4412,83.081,0.3942,0.901,10.6353,0.6963,85.2251,88.7967,89.375,93.75,17.3666,1.8724,13877
Suffolk and North East Essex ICB - 07K ,D83033,Botesdale Health Centre,9.0559,81.2903,80.4714,4.0863,6.8134,2.0182,5.8447,77.7293,81.6239,96.5517,0.6794,1.812,16.11,7.7789,21.5506,76.5914,64.6108,0.4696,0.8193,15.7684,0.5593,89.5468,84.4262,84.2593,93.5185,8.8992,2.3179,10455
Suffolk and North East Essex ICB - 07K ,D83038,Mount Farm Surgery,7.5433,80.8349,81.7942,3.1691,6.8648,1.7065,4.5256,78.2696,80.2548,94.9045,1.0876,0.897,11.109,6.918,17.2584,77.6957,66.8906,0.5876,0.8564,11.8574,2.6558,88.198,80.7471,78.3439,85.9873,10.2193,2.0565,14935
Suffolk and North East Essex ICB - 07K ,D83040,Victoria Surgery,8.0541,76,80.7377,3.3994,6.6777,1.9361,4.2648,72.093,76.7677,92.0455,1.1064,0.319,16.081,7.7089,16.8183,87.4755,74.7453,0.8565,1.0439,12.7173,1.7075,86.4389,85.4251,84.2975,93.3884,12.1641,2.1146,11621
Suffolk and North East Essex ICB - 07K ,D83045,Lakenheath Surgery,7.5353,75.2381,74.6479,3.1137,3.2364,2.643,4.6524,75.4717,74.7826,95.5556,0.5069,0.306,18.635,9.496,18.2476,82.7103,65.995,0.4526,0.5069,20.6429,0.1952,90.3686,85.3448,87.8049,93.9024,14.2797,2.2991,5904
Suffolk and North East Essex ICB - 07K ,D83055,Woolpit Health Centre,9.053,80.1515,84.3458,3.5989,8.3327,2.3055,5.9544,78.8991,80.4281,94.6746,0.5561,1.63,13.529,8.8353,19.5314,81.7427,75.0312,0.3686,0.6748,13.3293,1.1795,90.1822,79.1304,91.7874,96.6184,9.6536,2.3118,16065
Suffolk and North East Essex ICB - 07K ,D83060,Hardwicke House Group Practice,8.4135,75.2887,77.4247,3.394,2.5874,2.1403,5.3775,75.4772,75.2049,96.1111,0.9774,1.289,18.249,7.9729,17.3079,82.3276,71.1558,0.5732,1.0104,12.3602,1.5593,90.386,86.6808,91.5541,91.8919,13.6237,2.1733,26192
Suffolk and North East Essex ICB - 07K ,D83062,Forest Surgery,8.1593,70.5329,71.2871,5.1149,9.3795,4.6499,6.2973,75.1174,73.6111,94.6429,1.2488,1.101,23.181,11.8371,21.9211,80.8184,66.4019,0.4783,0.8104,18.5516,4.1667,90.1337,80,85.3147,95.8042,18.5202,3.0025,9690
Suffolk and North East Essex ICB - 07K ,D83064,Glemsford Surgery,9.1727,77.8846,79.3893,4.2139,7.3643,3.1444,4.8342,77.686,81.7204,90,0.984,1.266,15.049,8.9025,21.4118,83.1418,68.3784,0.3422,0.877,16.3307,0.5807,90.4171,79.3893,82.5397,92.0635,12.0901,1.8182,4936
Suffolk and North East Essex ICB - 07K ,D83067,Oakfield Surgery,7.1155,74.026,78.4884,2.6009,5.7543,1.7216,4.6074,76.7176,79.6053,92.4051,0.7555,0.871,13.217,6.4116,14.7387,90.4383,69.5421,0.4583,0.6564,12.1773,0.934,89.6015,77.0186,87.3239,95.7746,12.541,1.6225,6739
Suffolk and North East Essex ICB - 07K ,D83070,Stanton Surgery,9.2451,75.7447,75.8389,3.8077,7.7136,2.8654,6,75,71.028,83.7838,0.6731,0.67,17.176,10.2576,24.2308,77.492,58.1665,0.5,0.8654,16.5358,0.2157,89.5661,87.2093,77.7778,88.8889,11.9233,2.3846,6110
Suffolk and North East Essex ICB - 07K ,D83075,Siam Surgery,7.6266,76.0664,76.5886,3.1071,3.3079,2.3991,4.4757,76.4075,77.2152,94.2029,0.8259,1.151,17.996,8.5572,16.3612,83.1197,70.3474,0.6607,1.0619,13.5603,2.8156,91.0749,87.3684,82.5806,92.2581,15.1725,1.7305,12277
Suffolk and North East Essex ICB - 07K ,D83076,Clare Guildhall Surgery,7.6083,78.4,80.8642,4.4318,8.0886,1.8021,6.1604,81.5789,80.9917,88.8889,0.5333,0.723,15.817,8.5152,20.9268,80.2676,62.3361,0.2574,0.8091,13.0864,0.9715,89.469,86.755,78.0488,95.122,8.1826,3.0894,5653
Suffolk and North East Essex ICB - 07K ,D83078,The Reynard Surgery,7.2879,75.3623,73.4375,2.2154,4.0136,1.664,2.7373,74.8744,77.2727,90.9091,0.3151,0.105,16.796,7.6943,12.9382,85.3403,79.0739,0.5219,0.6203,12.7754,0.1882,89.6201,78.5311,86.5979,94.8454,14.6797,1.349,8847
Suffolk and North East Essex ICB - 07K ,D83610,Swan Surgery,7.623,78.4615,79.1946,2.9716,5.4519,2.1315,4.7686,73.5577,79.3358,89.916,0.9257,1.375,15.763,6.6206,16.6083,82.7368,60.1807,0.9257,1.3302,11.9615,4.0148,88.8332,81.1475,78.6885,90.9836,14.8152,1.8825,12197
Suffolk and North East Essex ICB - 07K ,Y00774,Brandon Medical Practice,8.4003,70.9845,73.7288,3.8655,6.3481,3.0924,5.315,68.6667,73.0337,92.8571,0.8311,0.231,23.859,10.6296,17.472,75.9657,59.3145,0.5412,1.1596,10.711,1.7373,88.4304,83.7209,88.0952,92.8571,20.1516,2.1453,6128
