ICB name,GP code,GP name,Asthma: QOF prevalence,Bowel cancer screening coverage: aged 60 to 74 years old,Breast screening coverage: aged 53 to 70 years old,CHD: QOF prevalence,CKD: QOF prevalence,COPD: QOF prevalence,Cancer: QOF prevalence,Cervical screening coverage: aged 25 to 49 years old,Cervical screening coverage: aged 50 to 64 years old,Children who received at least 1 dose of MMR vaccine between the ages of 1 and 1.5 yrs,Dementia: QOF prevalence,Depression: QOF incidence - new diagnosis,Deprivation score (IMD 2025),Diabetes: QOF prevalence,Hypertension: QOF prevalence,"Last BP reading of patients (80+ yrs, with hypertension), in the last 12 months is <= 150/90 mmHg (denominator incl. PCAs)","Last BP reading of patients (<80 yrs, with hypertension), in the last 12 months is <= 140/90 mmHg (denominator incl. PCAs)",Learning disability: QOF prevalence,Mental Health: QOF prevalence,Obesity: QOF prevalence (new definition),Osteoporosis: QOF prevalence,"Patients (aged 45+ yrs), who have a record of blood pressure in the last 5 yrs (denominator incl. PCAs)",Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator incl. PCAs),People with type 2 diabetes who have received an annual foot check,People with type 2 diabetes who received a cholesterol check,Smoking: QOF prevalence,Stroke: QOF prevalence,Weighted population
North Central London ICB - 93C ,F83039,The Rise Group Practice,6.7247,63.5802,55.4688,2.0256,1.6492,1.9636,3.0591,66.8449,73.913,67.7419,0.4547,1.124,30.971,7.2606,13.0219,64.9123,69.7674,0.7648,2.191,11.4193,0.1635,80.6288,81.6901,89.2857,92.8571,18.7905,1.8396,6047
North Central London ICB - 93C ,F83042,Gray's Inn Road Medical Centre,2.9704,53.3981,51.4286,1.0208,0.9844,0.7076,1.4847,43.5743,69.1176,64.7059,0.2668,1.545,26.061,3.7895,7.3193,89.5522,67.3759,0.2436,1.4963,4.6729,0.223,79.9068,90,87.2727,92.7273,14.0332,0.6728,7980
North Central London ICB - 93C ,F83043,Ridgmount Practice,1.0074,66.6667,64,0.2345,0.2355,0.1419,0.5368,45.7265,61.9048,75,0.0617,0.911,24.848,0.6132,1.2896,85.2941,77.7143,0.0185,0.29,1.5865,1.5945,94.4444,95.4546,91.6667,100,5.4936,0.1604,9695
North Central London ICB - 93C ,F83044,The Bloomsbury Surgery,3.2899,60.5769,56.338,0.9407,0.9618,0.578,1.5414,36.25,63.2353,85.7143,0.136,2.374,26.563,2.9994,6.1317,90.2778,78.678,0.1813,1.0881,5.7585,0.0749,76.9901,86.5672,90.2439,97.561,12.3385,0.6347,7325
North Central London ICB - 93C ,F83045,The Miller Practice,5.9772,71.0425,59.0909,1.4533,2.0431,1.4964,3.7571,62.1868,72,92.2222,0.7536,0.86,20.715,4.3709,8.2894,82.1705,78.3151,0.3445,1.604,5.7805,0.4894,78.652,83.6539,88.8889,90.7407,12.5151,1.238,9902
North Central London ICB - 93C ,F83048,Brunswick Medical Centre Uhpc,3.0779,50.7692,40.9639,1.1902,1.739,0.797,1.7109,46.875,71.4286,74.4186,0.3294,2.229,26.83,3.9605,6.9501,80.2326,65.493,0.3613,1.5409,6.8861,0.243,82.6368,84.8214,84.4828,94.8276,11.3329,0.6695,8388
North Central London ICB - 93C ,F83050,Fortune Green Road Surgery,3.9658,48.3871,45.614,2.3488,3.3616,1.2038,3.4645,48.5915,57.4074,64,0.3817,1.46,17.868,6.3909,13.7405,69.1358,56.0724,0.323,1.145,6.6553,0.4421,69.7443,89.1892,82.8571,88.5714,15.5172,0.7927,3079
North Central London ICB - 93C ,F83052,Brookfield Park Surgery,5.4858,62.2642,50,2.1631,3.2602,1.7983,3.2838,57.7465,68.8312,100,0.6516,2.571,24.866,5.1591,12.1449,82.6531,74.1848,0.5994,1.8504,8.6834,0.1519,82.9222,87.931,89.2857,92.8571,17.4947,1.2249,4091
North Central London ICB - 93C ,F83053,Mildmay Medical Practice,5.3154,54.7445,60.5042,1.5485,2.5614,1.2414,2.2908,58.5714,69.2308,70.9091,0.6015,1.773,26.882,5.7537,8.9711,79.4643,61.9694,0.4223,1.8556,12.2613,0.9322,84.9671,81.6514,81.8182,89.3939,18.3787,1.2286,8196
North Central London ICB - 93C ,F83055,West Hampstead Medical Centre,3.9569,60.1399,50.4032,0.9839,1.6204,0.6245,2.1987,54.4195,60,94.2478,0.2609,2.297,19.638,2.6043,6.4636,82.2835,69.4511,0.2567,1.1036,6.3531,0.8343,83.8874,83.4437,80.7229,89.1566,15.3816,0.5946,19063
North Central London ICB - 93C ,F83056,The Mitchison Road Surgery,4.9471,56.4815,52.5773,0.7208,1.0253,0.7005,1.269,66.6667,69.8925,71.6049,0.132,1.901,27.906,2.8807,5.3807,83.871,66.6667,0.335,1.2183,5.9447,0.1386,84.4707,85.4546,85.7143,90.4762,15.0507,0.5482,9746
North Central London ICB - 93C ,F83057,Parliament Hill Surgery,5.1247,66.6667,56.6038,1.5007,2.2815,1.3697,3.061,60.3015,69.7368,78.9474,0.3573,1.383,21.537,3.1267,10.7313,80.3922,69.1177,0.2739,1.2863,6.6372,0.1233,84.6996,84.6154,94.2857,94.2857,13.4841,0.8576,7962
North Central London ICB - 93C ,F83058,Holborn Medical Centre,2.9473,61.9718,62.2449,0.9924,1.2419,0.8861,1.9493,28.481,71.0843,80.5556,0.2835,1.052,24.785,2.8499,6.415,79.3103,65.1316,0.257,1.0101,4.9488,0.1648,75.5677,89.3617,84.7826,91.3043,14.971,0.5671,9331
North Central London ICB - 93C ,F83059,Brondesbury Medical Centre,4.6644,48.75,42.7152,1.8025,2.8124,1.3769,2.4541,52.8855,62.5418,77.2512,0.304,2.69,30.158,5.7928,10.8761,78.6184,61.8636,0.6559,1.9372,11.531,1.6765,73.7335,85,75.6345,90.3553,20.4724,1.1076,23085
North Central London ICB - 93C ,F83060,The Northern Medical Centre,5.1692,59.6386,54.6154,1.8491,2.6869,1.4956,2.9232,51.1222,69.9187,67.5,0.775,2.508,27.704,5.3767,10.6594,71.9697,57.5153,0.9381,2.257,8.028,0.8391,76.0062,80.5085,,,17.3537,1.5092,9080
North Central London ICB - 93C ,F83061,Museum Practice,3.7123,62.931,58.1395,2.0294,2.3074,1.557,3.0266,48.4962,72.8395,86.6667,0.2974,1.754,23.656,4.0038,11.529,91.2621,82.3741,0.3499,2.2043,7.8947,0.1908,86.1586,88.8889,89.6552,96.5517,12.7232,1.1022,5385
North Central London ICB - 93C ,F83063,Killick Street Health Centre,5.6802,58.8785,68.1818,1.3024,2.2572,1.5095,2.3901,50.7764,78.1065,70,0.592,1.522,26.081,4.9568,8.1397,88.535,74.8674,0.444,1.5317,9.8244,1.1896,82.7963,92.5714,80.9524,91.4286,15.8244,1.0878,12959
North Central London ICB - 93C ,F83064,City Road Medical Centre,3.5581,58.3942,56.1404,1.17,1.5667,1.7181,2.1609,49.3421,70.5357,65.625,0.3162,2.534,24.469,4.2576,7.8107,71.7742,58.0227,0.3689,1.1595,9.339,0.315,78.3118,84.6154,59.6774,82.2581,16.144,0.9487,9207
North Central London ICB - 93C ,F83615,Cholmley Gardens Surgery,3.1764,57.3964,47.0588,1.2344,2.4812,0.4841,3.9937,63.7681,70.8661,93.2203,0.2662,0.917,16.094,3.2478,9.8027,87.5,70.9265,0.2057,0.8835,5.188,0.2395,90.482,85.7143,84.8485,93.9394,8.877,0.7624,6523
North Central London ICB - 93C ,F83623,Keats Group Practice,3.3704,63.5542,49.8024,2.1488,3.1343,0.6289,3.811,58.2661,63.4921,91.9192,0.6739,0.714,9.561,3.0978,10.1977,82.3362,73.7883,0.2321,0.891,5.0728,0.1906,77.4679,77.686,88.6792,94.3396,7.3436,1.2204,10357
North Central London ICB - 93C ,F83624,Clerkenwell Medical Practice,3.5888,63.0769,52.349,0.7847,0.8634,0.7965,1.6814,46.6591,72,68.75,0.1416,2.025,22.14,2.7435,5.1858,85.1852,65.1629,0.1888,1.0914,7.4197,0.557,80.4348,92.2222,78.2609,88.4058,12.6261,0.5487,13624
North Central London ICB - 93C ,F83632,Queens Crescent Practice,5.6893,57.037,47.3118,2.1675,3.193,2.2265,2.5066,49.6454,71.7647,74.359,0.5308,3.072,34.156,7.3627,12.0761,81.3726,73.3612,0.8405,2.1085,11.1667,0.5392,81.9011,88.5714,87.9518,95.1807,18.5536,1.4745,7489
North Central London ICB - 93C ,F83633,Daleham Gardens Health Centre,3.0498,53.8462,43.2432,1.5678,0.9827,0.635,2.1234,57.4468,60,85.1852,0.2977,1.404,13.35,2.1996,7.0054,74.6032,57.931,0.1389,1.2701,4.3753,0.4702,73.1189,89.2857,77.7778,88.8889,10.7459,0.7541,3829
North Central London ICB - 93C ,F83635,Kings Cross Surgery,2.5129,50,38.2979,0.7187,0.9503,0.4677,0.7529,47.6895,57.7778,58.8235,0.251,1.864,28.535,3.0478,3.6391,82.0513,67.5,0.2053,1.1408,4.2207,0.1196,79.9472,80.8824,80.8511,89.3617,9.8133,0.3993,7702
North Central London ICB - 93C ,F83652,Amwell Group Practice,4.1597,64.7959,63.0573,1.5625,1.4756,1.2838,2.4747,60.4839,74.1722,73.8095,0.2534,1.832,25.442,3.1109,6.0473,93.9394,73.0769,0.2534,1.3091,7.3681,0.3984,80.7386,89.2857,81.8182,90.9091,12.4741,0.853,11007
North Central London ICB - 93C ,F83658,Belsize Priory Medical Practice,4.8482,55.9322,45.3488,1.493,2.1488,1.5579,2.629,54.9801,66.2651,69.5652,0.4057,2.746,27.138,6.664,11.2463,87.0968,76.5,0.779,2.0935,11.4604,0.0616,87.6284,84.2105,83.0508,91.5254,16.5901,1.0711,5997
North Central London ICB - 93C ,F83660,Highbury Grange Medical Practice,4.933,60.6742,51.049,1.4846,2.2277,1.2007,2.8272,60.6436,68.8742,67.8571,0.2838,2.05,20.197,6.0671,8.8091,75,64.7407,0.513,1.7247,8.2274,0.2327,76.6454,85.4839,76.5432,83.9506,15.7592,1.0261,8864
North Central London ICB - 93C ,F83664,The Village Practice,4.4905,61.2245,49.1667,1.0939,1.0325,0.9459,1.6697,63.5634,73.1707,75.6098,0.181,2.055,32.221,4.9044,6.5636,79.0698,57.5843,0.4113,1.9493,10.6822,0.2282,86.0457,84.0708,77.1739,88.0435,16.5197,0.7074,11679
North Central London ICB - 93C ,F83665,Swiss Cottage Surgery,3.9039,52.7426,44.4444,1.1976,1.8684,0.7221,2.1193,46.4094,63.5945,89.7196,0.3346,2.158,16.308,2.7923,7.1093,84.6535,74.4301,0.5694,1.2211,5.9931,1.3143,71.0208,86.3248,86.2069,91.3793,11.719,0.6047,12787
North Central London ICB - 93C ,F83666,andover Medical Centre,5.6415,51.7857,44.7059,1.6563,2.5052,1.6707,2.2757,60.1124,67.4699,73.7705,1.2243,1.392,34.338,6.5828,9.5348,82.963,70.5882,0.6193,1.6275,9.0814,0.6386,84.4588,83.9286,90.9091,89.3939,17.6985,1.1234,7407
North Central London ICB - 93C ,F83671,The Beaumont Practice,4.9064,55.0725,53.8462,1.4985,1.3524,1.3761,2.0183,58.2781,65.3061,51.7241,0.5505,1.089,30.595,7.5297,9.4495,84.0909,75.4717,0.5505,1.7431,12.2464,0.1116,81.3665,91.6667,81.5789,86.8421,18.698,1.1315,3456
North Central London ICB - 93C ,F83672,St Philips Medical Centre,1.2012,50,40.625,0.2173,0.1187,0.031,0.5215,26.791,50,66.6667,0.0124,1.162,21.031,0.5556,1.161,80,72.6744,0.0062,0.6953,1.8424,0.1582,65.9783,91.6667,75,87.5,10.1854,0.1055,9544
North Central London ICB - 93C ,F83673,The Medical Centre,4.3108,52.8926,51.9608,1.1582,2.7088,1.5072,2.5067,67.128,76.8421,71.9298,0.4601,1.476,26.643,7.8616,11.8039,78.5714,75.9091,0.587,2.0942,15.6361,0.3955,92.0148,94.1177,87.5,88.8889,16.277,0.9678,6380
North Central London ICB - 93C ,F83674,The Junction Medical Practice,6.1213,58.5153,48.2759,1.6498,3.269,2.1166,2.9958,65.7431,75.5952,62.2222,0.3582,2.405,23.559,6.1733,11.8962,79.5455,62.0652,0.4233,1.4762,9.3312,0.1374,79.4437,77.5641,87.6289,84.5361,15.8707,1.3893,10007
North Central London ICB - 93C ,F83678,Dr Segarajasinghe,6.4846,63.4146,66.0377,2.5761,4.939,2.7635,3.7002,62.0253,76.7442,62.5,0.6557,0.777,25.54,9.141,15.3162,82.6923,72.7273,0.5621,1.8267,13.8735,0.3398,84.9093,88.2353,67.8571,78.5714,20.7082,1.5457,2910
North Central London ICB - 93C ,F83680,Sobell Medical Centre,4.2449,55.9524,48.3333,1.2325,2.4452,1.2942,2.0953,51.9149,73.2143,84.6154,0.3698,1.051,28.312,5.9959,10.2301,78.7879,70.8333,0.6163,1.4174,9.2093,0.4625,83.2727,95.5224,87.234,91.4894,19.1246,0.719,4539
North Central London ICB - 93C ,F83681,Partnership Primary Care Centre,5.0564,55.3763,47.7612,1.4772,1.2619,1.5779,2.2829,47.0874,67.7165,52.6316,0.3133,1.392,28.641,6.342,9.8926,77.9221,83.4247,0.4588,1.6226,8.2347,0.2434,85.214,84.9558,78.7234,78.7234,16.4134,0.761,9859
North Central London ICB - 93C ,F83683,Somers Town Medical Centre,4.8504,56.25,37.5,1.4014,2.0556,0.9343,1.3692,55.2795,69.2308,58.5366,0.3061,1.789,35.019,6.9575,8.038,77.193,63.3484,0.451,1.643,8.5078,0.1787,89.3162,93,88.8889,87.5,14.3564,0.9504,6801
North Central London ICB - 93C ,F83686,Stroud Green Medical Centre,4.7793,54.8673,49.4253,0.7309,0.9227,0.6903,1.7054,64.8374,71.7647,81.25,0.1624,1.499,26.759,3.3949,5.8167,76.3889,62.0759,0.2842,0.9441,5.9746,0.2969,77.2831,81.9672,77.551,85.7143,16.6157,0.5279,7696
North Central London ICB - 93C ,F85002,Medicus Health Partners,5.1421,64.0611,69.3119,2.0634,3.9533,1.1271,3.2097,62.4963,72.377,62.5,0.6771,0.988,33.09,9.3882,14.5288,83.1191,71.4817,0.6846,1.2828,14.0351,0.4389,87.3379,85.5976,83.3858,92.2047,16.3956,1.1804,101773
North Central London ICB - 93C ,F85004,Eagle House Surgery,6.7881,64.5892,58.0292,3.1806,5.0951,1.8175,3.5951,70.0224,76.3485,73.1959,0.5819,1.719,38.524,12.3682,19.0514,85.0394,74.0169,1.1558,1.658,22.3736,1.3661,91.5261,86.7403,85.9649,90.7895,18.5948,1.6261,14662
North Central London ICB - 93C ,F85007,Lawrence House Surgery,4.5317,56.9048,66.2614,1.8668,3.7616,1.3283,2.9498,63.8365,70.8333,64.1221,0.4607,2.235,37.687,10.0763,14.6652,77.7778,69.9438,0.706,2.16,16.3701,0.2942,81.3306,85.049,81.3665,89.441,20.5424,1.1129,18729
North Central London ICB - 93C ,F85008,Staunton Group Practice,4.9062,58.2043,54.902,2.2345,3.5475,1.088,3.0798,52.3179,70.9544,78.7879,0.4436,1.679,36.304,9.4624,13.2396,86.9388,75.3927,0.8453,2.0169,15.0395,0.6365,80.0576,89.2593,88.6364,93.1818,22.086,1.406,13175
North Central London ICB - 93C ,F85010,Keats Surgery,5.6246,61.5385,73.2673,2.0894,4.185,0.8446,3.5119,73.5099,84.5238,60,0.3779,1.074,37.753,11.8925,18.4263,80.2469,74.9625,0.778,1.7115,18.5022,0.119,89.7462,86.087,87.6543,95.0617,18.9289,1.1114,5595
North Central London ICB - 93C ,F85013,Tynemouth Medical Practice,5.3027,58.7379,55.8011,1.2599,4.2447,0.9846,3.1763,67.0077,77.0588,73.5632,0.3812,2.843,39.48,8.9417,13.0651,74.375,56.797,0.7411,1.7681,16.8217,0.7895,82.2175,80.6122,80,89.6,16.9406,1.2282,9886
North Central London ICB - 93C ,F85014,Highgate Group Practice,5.0783,70.0913,59.9407,1.752,1.777,0.858,4.3499,65.374,70.7006,95.1923,0.672,0.839,11.772,3.294,9.2998,78.6058,68.4303,0.186,1.002,5.4162,0.6577,79.7442,80.916,81.25,91.25,8.9862,1.326,15066
North Central London ICB - 93C ,F85016,Cockfosters Medical Ctre,3.8963,72.5,68.3544,3.2068,5.4389,0.7282,4.8173,62.7193,73.6842,83.9286,0.8262,1.136,13.208,6.9779,15.446,70.9265,59.7468,0.3921,0.8822,8.9501,0.6441,83.2396,85.3333,80.5556,94.4444,10.038,1.4284,6824
North Central London ICB - 93C ,F85017,Charlton House Medical Centre,5.5409,53.3708,48.9051,1.884,5.2059,1.3945,2.5812,61.8357,72,76.3158,0.4599,1.551,43.86,11.3353,16.7038,73.1884,62.5506,1.1571,2.4032,19.6292,0.794,85.1563,80.7882,,,19.9762,1.2906,7910
North Central London ICB - 93C ,F85019,Morris House Group Practice,5.953,57.2193,68.8889,2.1024,3.8887,1.1321,3.2008,59.6491,72.0137,61.4865,0.4582,1.022,42.519,9.9661,12.9987,71.1934,66.3108,0.7075,1.3342,13.7362,0.6164,77.5901,86.747,81.106,90.3226,20.1841,1.314,16305
North Central London ICB - 93C ,F85020,The Woodberry Practice,5.4395,72.1854,66.3462,2.3451,3.9035,0.94,3.6018,75.1462,76.0638,79.7872,0.5047,1.355,15.879,7.183,13.1209,80.7818,67.2228,0.4849,0.9499,11.0393,0.4716,88.6034,84.3243,80.2083,93.75,12.6026,1.1577,9117
North Central London ICB - 93C ,F85023,The Ordnance Unity Centre For Health,4.134,61.9565,59.7484,1.3098,2.2183,0.72,2.0375,62.0629,69.8225,74.5763,0.2298,1.956,39.547,7.9279,10.6932,77.4194,66.6667,0.5592,1.3481,16.8615,0.1875,84.0218,87.5776,69.6296,95.5556,18.0864,0.7507,12615
North Central London ICB - 93C ,F85025,White Lodge Medical Practice,5.2476,73.5065,76.0417,2.1482,3.6035,1.0774,4.0822,78.508,81.9231,76.2626,0.435,1.543,18.816,6.2276,13.6786,75.7794,67.6091,0.5889,1.2313,12.6675,0.7741,87.8159,88.0184,73.8095,93.6508,13.7419,1.5392,14330
North Central London ICB - 93C ,F85028,Bruce Grove Primary Health Care Ctr,3.3799,50.7538,50.6944,1.5409,4.7179,0.6927,2.9262,58.2569,67.6692,76.9231,0.4524,0.537,42.299,10.4549,14.6169,85.8974,72.4374,0.8623,1.7812,22.1122,0.2455,85.2739,82.8402,88.7097,92.7419,19.9292,1.1592,7803
North Central London ICB - 93C ,F85029,Abernethy House Surgery,6.029,75.3117,76.5734,2.9936,5.7604,1.5751,5.1377,71.7703,77.1186,84.5361,1.204,0.813,18.595,7.5364,16.4687,84.1393,73.0405,0.8247,1.2782,9.6007,0.6271,83.0624,81.295,67.3913,92.029,10.175,2.1854,13554
North Central London ICB - 93C ,F85030,Somerset Gardens Family Health Centre,4.7373,53.9185,68.8,1.9369,3.6405,1.5704,2.6473,58.4711,69.3878,64.2857,1.0769,2.516,47.051,10.9113,17.0281,78.8162,62.4233,1.2489,2.0117,19.0222,0.4561,84.1578,85.4167,79.9087,89.0411,20.2077,1.8546,17453
North Central London ICB - 93C ,F85031,Westbury Medical Centre,3.1969,57.2581,50,1.7692,3.5539,0.9962,2.3988,59.9251,72.2222,75.2066,0.3427,0.432,37.246,7.0765,12.7351,91.5094,78.4271,0.3586,1.2592,13.2936,0.1484,84.8393,89.1667,88.5496,93.1298,23.0055,0.9962,11889
North Central London ICB - 93C ,F85032,Southgate,3.9045,65.6,59.2391,2.5897,2.1677,0.596,3.3193,64.5604,72.9412,71.875,0.8838,0.935,15.964,7.6019,12.5475,82.4658,76.1682,0.3391,0.7913,10.4881,0.2054,85.7033,87.037,87.619,92.381,9.4232,0.9968,8890
North Central London ICB - 93C ,F85033,Winchmore Hill Practice,5.8979,73.6486,74.7628,2.8509,5.4473,0.9138,4.7832,77.6667,78.6704,87.8049,0.6425,1.662,13.483,7.3153,16.1011,85.4141,74.1259,0.514,1.0899,8.1652,0.7986,85.4381,87.8319,84.2593,93.9815,11.5325,1.7753,20402
North Central London ICB - 93C ,F85034,Arcadian Gardens Surgery,4.1559,59.7633,57.8125,1.7876,3.1323,0.7439,2.2196,64.8649,72.5664,77.551,0.4079,1.059,30.26,7.9541,10.174,84.8684,71.1207,0.6959,1.5837,13.5441,0.4715,88.3869,87.1951,89.6907,90.7216,17.1034,0.9238,7493
North Central London ICB - 93C ,F85035,Highlands Practice,5.1294,72.0588,64.7727,2.8809,3.3481,0.744,3.8152,73.0964,76.2712,82.4176,0.917,0.652,12.143,6.7868,13.4095,72.4138,62.3389,0.3461,0.77,7.8232,0.3086,85.4023,83.1731,61.9048,85.7143,9.3074,1.3929,11334
North Central London ICB - 93C ,F85039,Rainbow Practice,4.2566,55.1471,62.7273,1.5681,1.5719,0.7703,2.3384,64.2857,73.4694,65.5556,0.3301,2.021,43.758,9.4897,11.238,76.0331,66.6667,0.4127,1.4718,15.6999,0.0552,86.896,83.1461,89.2473,96.7742,18.2042,0.9354,7780
North Central London ICB - 93C ,F85044,The Bounces Road Surgery,4.7553,60.1351,65.7658,1.8223,3.5834,0.6407,2.1355,61.6858,77.6699,60.4651,0.299,2.053,43.427,9.9762,13.0552,84.8739,71.0526,1.0535,0.8685,13.8298,0.6897,81.8908,89.5522,82.6531,93.8776,17.0693,1.0393,6839
North Central London ICB - 93C ,F85046,Hornsey Park Surgery,3.6378,47.2441,44.6602,0.8346,1.1696,0.5227,1.128,58.8997,65.6863,80.4598,0.0825,0.627,32.024,4.3262,7.1625,72.0588,60.1683,0.3668,1.2931,7.6859,0,71.0462,83.1683,76.3158,84.2105,23.0289,0.4952,9518
North Central London ICB - 93C ,F85058,Nightingale House Surgery,5.7624,66.129,72.6619,1.9025,2.0902,1.1351,2.6859,71.9828,81.1966,75.8621,0.4636,1.127,39.554,10.856,14.2286,76.6667,65.6757,0.8633,1.5188,15.9426,0.5304,90.5196,89,87,92,17.6174,1.0072,7168
North Central London ICB - 93C ,F85060,Havergal Surgery,4.6056,54.0323,51.0638,1.9806,3.0217,0.9353,2.4023,47.3896,65.5556,68.5714,0.4585,1.174,33.268,7.884,12.4702,80.4511,61.9744,0.6969,1.7788,12.6087,0.434,81.8765,85.7143,90.6667,90.6667,21.228,1.2103,5861
North Central London ICB - 93C ,F85061,Christchurch Hall Surgery,5.2426,69.6078,59.2593,1.4731,2.5713,1.1305,4.8304,62.1359,74.2857,76.4706,0.3768,1.205,20.258,4.5166,11.8876,88.5246,75.1748,0.5139,1.3361,8.1559,0.8137,79.5864,93.9394,90,85,12.0636,1.3703,2887
North Central London ICB - 93C ,F85063,The Muswell Hill Practice,5.1973,75.9465,73.3945,1.2959,2.2575,0.6422,4.18,72.7273,79.288,93.4066,0.4358,1.125,10.915,2.8974,8.8303,81.7881,65.0242,0.1892,0.7798,6.1305,1.1364,81.9824,81.8182,89.8305,94.9153,8.7534,1.055,13189
North Central London ICB - 93C ,F85064,Stuart Crescent Health Centre,4.2876,55.8442,51.3274,1.6752,2.714,0.5269,2.5128,63.6086,70.297,72.7273,0.3242,0.755,35.276,7.3202,8.7409,79.0476,69.9262,0.5269,1.405,8.6237,0.725,80.813,89.6552,84.5238,88.0952,19.903,1.1348,7078
North Central London ICB - 93C ,F85065,Stuart Crescent Medical Practice,5.0842,58.1395,53.9683,2.0038,2.93,1.1584,3.4126,55.6391,72.7273,74.1936,0.3131,1.446,38.176,8.5178,11.7408,80.9524,74.9141,0.6888,1.0958,15.7915,1.3026,88.5972,87.1429,85.3659,92.6829,20.0733,1.2837,3384
North Central London ICB - 93C ,F85066,Bounds Green Group Practice,5.0629,65.102,62.8788,1.5357,1.4001,0.7283,3.4619,62.8719,73.7838,78.125,0.3747,0.752,23.001,5.4807,10.0111,70.0273,53.3987,0.2428,0.9499,7.5447,0.37,74.1034,83.4952,82.1656,89.172,15.9831,0.9552,16954
North Central London ICB - 93C ,F85067,The 157 Medical Practice,5.6668,55.1724,64.7059,1.9112,4.0937,1.2302,2.8339,63.6364,70,84,0.703,1.43,28.066,8.2661,15.1362,75.7576,66.0682,0.7469,2.3726,14.3033,0.3937,77.5014,86.6071,87.0968,91.9355,19.9567,1.1643,5412
North Central London ICB - 93C ,F85069,Crouch Hall Road Surgery,5.3491,71.3147,63,1.6909,1.7491,0.643,4.1558,75.2841,78.0749,91.0714,0.4525,0.654,16.081,4.1275,9.4546,83.3333,71.2733,0.3453,0.8693,6.8259,0.5598,79.4054,85.1852,90.566,94.3396,11.6196,1.2384,7370
North Central London ICB - 93C ,F85071,Fernlea Surgery,3.4043,51.1962,46.5909,1.3903,2.7134,0.8599,2.1458,60.2041,68,47.3373,0.3375,1.701,45.269,6.5825,9.4109,78.8462,67.8818,0.5063,0.9965,12.607,1.532,76.0136,84.264,87.156,90.8257,17.4073,1.0448,11720
North Central London ICB - 93C ,F85072,Grovelands Medical Centre,4.3892,67.6157,64.1791,2.3683,1.4884,0.9698,2.8991,59.6685,70.1087,76.4045,0.5717,0.42,22.254,9.8145,13.0257,82.6347,76.8578,0.296,0.9902,12.7337,0.1689,86.2409,88.1657,86.4662,94.7368,15.4779,1.2148,9709
North Central London ICB - 93C ,F85615,Tottenham Health Centre,4.8188,47.9339,50.4854,1.7704,5.453,2.2256,2.3605,55.9322,70.4762,68.2927,0.5564,0.965,47.442,9.8201,14.5844,72.6316,60.9091,0.9948,1.4669,18.3515,0.8987,83.1618,81.25,88.764,91.0112,25.9037,1.1971,5858
North Central London ICB - 93C ,F85623,Grove Road Surgery,3.922,52.8846,54.023,1.6627,2.8378,0.8637,1.9434,64.1618,72.9412,64.5161,0.4967,2.942,39.873,9.5912,13.1289,74.0741,68.1214,0.7558,1.2956,20.4374,0.1422,95.4289,88.3495,69.5652,94.2029,18.9927,0.8853,4769
North Central London ICB - 93C ,F85625,Bincote Surgery,4.8146,71.7073,77.6398,2.7972,4.5983,0.6702,4.4289,72.4576,80.6897,82.9787,0.5536,0.891,14.449,8.3677,14.8019,84.2912,69.1391,0.641,0.6993,14.7037,0.2922,89.7734,93.5065,83.5294,92.9412,10.2133,1.3549,6638
North Central London ICB - 93C ,F85628,Dowsett Road Surgery,3.8971,55.5556,52.5,1.0258,2.8318,0.7506,1.8764,60.1064,69.3333,68.75,0.3002,1.597,35.316,5.8455,9.1569,81.746,71.6172,0.5379,1.2634,15.424,0.1206,82.7264,78.8991,89.2857,92.8571,18.4996,0.8506,5180
North Central London ICB - 93C ,F85634,East Enfield Medical Centre,4.7059,56.3536,54.2254,1.7214,2.7922,1.0838,2.1464,62.6781,73.7226,68.6869,0.2869,1.543,39.636,10.8558,10.6152,85.2713,69.0805,0.5844,1.137,18.0581,0.6598,89.9931,97.537,93.2432,97.2973,16.2194,0.8713,8754
North Central London ICB - 93C ,F85640,Cheshire Road Surgery,3.3591,58.156,59.633,2.303,2.6799,0.7776,2.8114,61.3559,70.6422,81.6327,0.4636,1.101,29.211,6.577,11.3354,78.2946,63.752,0.5832,0.9421,9.8018,0.753,96.7645,85.124,82.6087,88.4058,17.6366,1.2263,6194
North Central London ICB - 93C ,F85642,The North London Health Centre,4.2007,66.4,60.6383,2.5515,2.9509,1.337,3.3872,60.3715,69.7143,77.6119,0.9471,0.883,20.663,6.9073,12.7131,76.0518,70.3125,0.4791,1.3148,6.9636,0.6645,79.0738,86.0927,68.4783,88.0435,14.9065,1.3928,8970
North Central London ICB - 93C ,F85650,Morecambe Surgery,4.183,59.5745,70.5882,2.4374,3.973,0.9516,2.571,65,75.5319,75.5102,0.601,0.951,34.664,11.717,15.192,81.3953,73.9837,0.4508,1.1352,14.7295,0.7588,89.0771,92.7711,86.7925,96.2264,15.9374,1.4357,6003
North Central London ICB - 93C ,F85663,Latymer Road Surgery,5.5305,61.9048,68.6869,2.1444,5.7073,1.5924,3.121,62.4277,76.7442,54.7619,0.3397,3.246,41.011,10.1407,14.2887,83.4646,72.3443,0.5732,1.6985,21.0711,0.5212,89.3326,89.1667,87.5,90.2778,16.3833,1.38,5441
