ICB name,GP code,GP name,Asthma: QOF prevalence,Bowel cancer screening coverage: aged 60 to 74 years old,Breast screening coverage: aged 53 to 70 years old,CHD: QOF prevalence,CKD: QOF prevalence,COPD: QOF prevalence,Cancer: QOF prevalence,Cervical screening coverage: aged 25 to 49 years old,Cervical screening coverage: aged 50 to 64 years old,Children who received at least 1 dose of MMR vaccine between the ages of 1 and 1.5 yrs,Dementia: QOF prevalence,Depression: QOF incidence - new diagnosis,Deprivation score (IMD 2025),Diabetes: QOF prevalence,Hypertension: QOF prevalence,"Last BP reading of patients (80+ yrs, with hypertension), in the last 12 months is <= 150/90 mmHg (denominator incl. PCAs)","Last BP reading of patients (<80 yrs, with hypertension), in the last 12 months is <= 140/90 mmHg (denominator incl. PCAs)",Learning disability: QOF prevalence,Mental Health: QOF prevalence,Obesity: QOF prevalence (new definition),Osteoporosis: QOF prevalence,"Patients (aged 45+ yrs), who have a record of blood pressure in the last 5 yrs (denominator incl. PCAs)",Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator incl. PCAs),People with type 2 diabetes who have received an annual foot check,People with type 2 diabetes who received a cholesterol check,Smoking: QOF prevalence,Stroke: QOF prevalence,Weighted population
Sussex ICB - 97R ,G81037,The Meads Surgery,7.9363,76.5537,71.9828,3.2489,6.8429,1.2811,4.5813,75.8007,79.3103,92.1348,0.8302,2.707,10.971,7.0626,17.5464,81.6489,74.9252,0.2767,0.7789,11.4597,1.2453,90.7884,85.567,91.1111,94.4444,11.7976,2.2343,8879
Sussex ICB - 97R ,G81039,Little Common Surgery,7.1972,80.5075,74.4597,6.0365,9.2441,3.1917,7.6751,72.1823,75.0716,88.7851,1.9481,1.561,19.308,9.5645,26.2543,79.9118,63.4044,0.4697,1.313,13.6501,3.1365,92.4798,77.8281,86.1314,94.5255,9.7192,4.1951,24512
Sussex ICB - 97R ,G81040,Woodhill Surgery,6.426,79.1139,74.5098,3.2267,6.9403,1.6789,4.9843,80.9524,81.1765,88,0.6821,1.168,9.866,6.5345,16.2382,84.3931,76.2332,0.1836,0.787,6.8068,0.2584,89.5558,82.2581,77.7778,96.2963,7.342,1.9675,3259
Sussex ICB - 97R ,G81041,Sidley Medical Practice,8.3592,73.0627,64.5714,4.3042,9.2123,3.4953,5.6691,71.2366,74.7126,83.7838,1.4371,3.17,29.083,9.4751,18.625,79.7724,63.9821,0.7583,1.4227,14.1126,1.3071,91.4406,79.108,85.1064,89.8936,16.0699,3.2281,17663
Sussex ICB - 97R ,G81043,Rotherfield Surgery,7.421,70.0337,67,2.7871,4.0823,1.9295,5.0382,71.6981,77.439,90.7407,0.4288,1.294,9.974,6.4574,16.0659,71.4801,55.5315,0.402,0.9782,10.3883,0.4114,87.2237,80.4688,62.5,85.9375,12.5357,2.1305,6647
Sussex ICB - 97R ,G81048,Carisbrooke Surgery,5.7366,71.7277,62.5468,3.6008,6.2963,3.2372,5.6181,70.7819,73.301,85.7143,1.0439,0.864,34.889,7.8851,17.0654,84.5588,68.8927,0.6803,1.6772,12.7709,0.4885,86.6888,71.9048,79.4393,87.8505,17.0473,3.1199,11132
Sussex ICB - 97R ,G81049,Manor Park Medical Centre,8.3282,70.9163,64.6707,3.5172,5.9699,3.3859,5.0204,70,66.1654,94.2308,0.7881,3.801,17.476,8.9409,18.2574,78.3333,66.2461,0.6859,1.1238,19.9534,0.6402,89.9466,78.0488,75.8621,85.0575,14.2709,2.4664,7323
Sussex ICB - 97R ,G81050,Arlington Road Surgery,7.59,75.7447,70.9779,4.1172,9.9389,2.3382,7.1162,67.2297,71.9368,88.7097,1.5757,1.852,19.493,7.6661,22.145,77.3913,63.5158,0.6608,1.5757,10.9338,3.4303,90.8466,80.6452,85.9259,91.8519,10.4502,2.9736,14291
Sussex ICB - 97R ,G81051,Rye Medical Centre,6.5348,75.1351,67.8112,4.6337,8.4754,3.0522,7.9772,74.359,74.4048,97.2973,0.6798,1.721,28.763,9.1386,24.8196,75.5102,56.6766,0.6104,1.2764,11.6436,1.4151,86.4152,80.2956,85.7143,92.8571,14.1076,3.0244,8725
Sussex ICB - 97R ,G81052,Fairfield Surgery,7.4284,75.2525,67.9389,4.1627,7.5595,2.2835,5.5899,73.0337,77.6699,88,1.0228,1.501,17.088,6.0006,22.5262,78.3019,65.1701,0.3806,0.8801,11.1835,4.1149,82.9688,85.5422,82.5,92.5,8.6578,3.1874,4316
Sussex ICB - 97R ,G81055,Saxonbury House Surgery,6.978,79.9479,71.9008,3.0215,6.4718,1.9764,6.043,80,81.6754,91.25,1.3969,1.141,8.784,8.3158,20.6747,82.2355,72.6787,0.8485,1.0037,11.0247,0.2896,90.7841,80.7531,83.9623,96.2264,9.611,2.4938,9990
Sussex ICB - 97R ,G81057,Sedlescombe & Westfield Surgeries,7.8791,75,75.7732,5.088,9.0619,2.7897,7.307,75.3623,78.3217,89.6552,0.8242,1.504,23.452,9.3884,24.1084,79.1892,68.0278,0.745,0.8718,14.702,1.2795,90.506,81.1881,77.907,90.6977,12.3323,3.5188,7293
Sussex ICB - 97R ,G81059,Hailsham Medical Group,8.359,73.3668,65.5431,3.7557,9.1048,3.1415,5.2738,66.8693,69.4175,93.4579,1.0793,3.927,21.008,9.3363,21.5953,75.0363,61.9075,0.6932,1.5444,20.1675,2.9695,88.703,79.5389,80.3797,89.8734,14.8505,2.7554,12841
Sussex ICB - 97R ,G81061,Chapel Street Surgery,7.5949,68.75,65.4135,3.5634,3.1619,2.9257,4.3323,67.4157,69.8113,92.1569,0.5439,2.336,27.668,8.4993,16.2228,77.1605,59.175,0.4689,1.6129,12.7655,1.037,87.6145,80.7018,69.863,87.6712,19.3889,2.0818,6414
Sussex ICB - 97R ,G81074,High Glades Medical Centre,7.3596,70.9677,63.5934,4.0692,3.5427,3.3142,4.6849,70.3237,70.2941,83.0189,1.0923,1.594,33.668,8.6166,17.3208,66.2669,58.9953,0.9049,1.6116,14.1106,1.8403,85.0383,83.3333,67.5214,73.5043,17.0673,2.5272,21407
Sussex ICB - 97R ,G81077,Collington Surgery,6.9819,73.4748,66.2393,4.6941,7.9644,3.0357,6.3526,72.3542,74.7059,84.6154,1.5609,2.001,23.387,9.4087,22.2082,74.2612,57.6037,1.0559,1.6011,11.7272,2.7915,88.8528,77.5967,85.5469,91.4063,14.6763,3.3054,22616
Sussex ICB - 97R ,G81082,Oldwood Surgery,6.7456,77.13,68.5897,2.8794,6.6102,1.6227,5.0907,78.0347,80.4511,83.0189,0.9068,1.074,18.523,6.5239,17.706,91.8103,74.2338,0.3818,0.6045,10.9895,3.0882,91.053,79.1304,92.9825,96.4912,11.2469,2.259,5448
Sussex ICB - 97R ,G81085,Ferry Road Health Centre,6.7443,72.561,60,3.8521,4.9493,2.7735,4.6995,69.6078,71.25,96,0.8475,2.336,30.871,8.2221,20.0308,75.3846,65.2992,0.642,1.1556,13.526,0.8097,88.5493,85.1852,89.5833,95.8333,17.9745,2.6194,4571
Sussex ICB - 97R ,G81086,Bird-In-Eye Surgery,6.7979,78,73.3333,2.5212,2.9117,1.3507,3.7818,75.2252,74.2105,91.0714,0.6818,0.557,10.914,6.3783,13.5323,77.6744,58.7814,0.9776,0.7589,12.3628,0.1954,88.0367,87.7551,74.6479,90.1408,10.0198,1.7494,6923
Sussex ICB - 97R ,G81087,Northiam Surgery,6.8662,81.0585,77.13,3.6528,5.9273,1.8556,6.6189,73.0496,75.1592,85.7143,0.9497,0.934,18.417,7.7841,17.5774,86.7742,80.2912,0.5406,0.7013,8.2201,0.4184,91.7811,85.1613,92.3077,94.8718,8.039,3.2291,7654
Sussex ICB - 97R ,G81088,Heathfield Surgery,6.6072,77.7027,76.2712,2.9631,5.8149,1.3452,5.3354,73.262,76.3975,85.0649,0.9407,1.103,11.295,6.7301,16.747,77.8316,68.0618,0.6726,0.7362,7.8936,0.4089,88.6061,80.5897,85.8491,91.9811,9.3431,2.4132,21224
Sussex ICB - 97R ,G81089,South Saxon House Surgery,5.7387,70.6422,59.7403,2.777,4.3623,3.2923,4.0366,76.4228,80.597,96.4286,0.5726,2.181,30.63,8.8075,15.7458,76,74.1053,0.6585,0.9447,16.8946,0.8828,90.5178,83.5616,83.3333,90.4762,16.655,1.8609,3515
Sussex ICB - 97R ,G81095,Hastings Old Town Surgery,6.5875,65.5172,64.9837,3.4419,5.4007,2.8811,4.0988,66.6667,69.574,80.1587,0.7837,2.202,40.212,7.4755,16.8408,83.1683,68.0928,0.6761,1.648,12.0661,0.5777,83.381,82.4793,81.3149,88.2353,20.223,2.3586,30089
Sussex ICB - 97R ,G81096,Sedlescombe House,5.7771,74.0741,66.6667,2.5595,5.3059,2.6662,3.8749,75.9494,75.4098,95.4546,0.3199,1.926,32.476,7.8283,18.3079,75.5102,78.6571,1.1731,0.9598,16.6453,0.2276,85.1976,75.5102,84.375,87.5,16.1,1.9908,3124
Sussex ICB - 97R ,G81098,Quintins Medical Centre,7.0053,74.6512,69.5341,3.4925,5.001,2.2794,5.3547,74.3363,71.4286,95.0704,1.2904,1.693,16.32,7.5841,17.0916,79.9337,67.6818,0.4095,0.8809,12.0841,0.9818,87.5207,73.9927,76.1194,88.0597,9.6325,2.318,12163
Sussex ICB - 97R ,G81099,Old School Surgery,8.0177,78.355,78.1362,5.3077,12.0482,2.0909,8.0742,80.7882,79.8122,89.7436,1.8014,1.652,13.531,7.2877,23.3648,81.2317,69.1383,0.6326,1.276,14.6317,4.0523,90.835,81.07,87.7358,98.1132,10.0852,3.7851,11098
Sussex ICB - 97R ,G81100,Havenshealth,8.1715,73.1214,75.0547,3.9054,7.7683,2.4636,4.8234,68.9119,70.3911,87.5817,1.1514,0.58,20.2,10.0346,19.7863,77.1139,67.6913,0.6068,1.4055,14.0836,0.5744,86.6722,83.0159,84.2491,88.2784,13.7147,2.5154,21730
Sussex ICB - 97R ,G81102,Buxted Medical Centre,7.1807,77.3756,71.5576,3.1633,7.7387,1.696,5.4691,75,76.3889,89.2308,1.7849,1.78,12.302,6.2791,18.5098,78.2313,64.0661,0.4637,0.8385,10.5711,0.7341,91.3014,73.2484,62.2222,86.6667,10.2335,2.4011,15640
Sussex ICB - 97R ,G81104,Park Practice,8.306,72.2222,63.5135,3.6614,9.0061,2.7234,5.2954,73.9024,75.8621,95.4546,1.2331,1.097,27.787,8.9103,19.2223,75.6318,60.8455,1.1952,1.3617,15.8472,1.5804,89.51,80.7799,80,87.5,14.824,2.6553,14302
Sussex ICB - 97R ,G81614,Groombridge & Hartfield Medical Group,6.6422,75.5656,71.4286,2.8752,3.8859,1.7807,4.8229,70.7143,75.3968,79.1667,0.6121,1.325,10.84,5.6833,15.1734,75.9162,66.5072,0.2226,0.7791,6.8284,0.2217,80.8273,81.1111,75.6098,92.6829,7.6015,2.3558,4869
Sussex ICB - 97R ,G81634,Herstmonceux Integrative Health Centre,7.4478,79.668,71.8563,3.3254,7.3844,2.0464,5.764,78.3951,80.9524,86.7647,1.3131,2.178,16.534,6.653,16.4393,77.9736,65.6716,0.2558,0.7503,13.7316,0.7184,89.6642,79.1304,82.3529,94.1176,8.1437,2.7626,5221
Sussex ICB - 97R ,G81641,Priory Road Surgery,7.6623,66.9643,64.6341,3.4091,3.4335,3.9773,3.9514,77.2358,73.1343,78.9474,0.4132,1.618,40.839,8.0508,16.2965,77.0833,71.5888,1.2655,1.7562,15.5827,0.3541,89.8559,86.6667,90.4762,92.8571,20.6088,2.2469,3934
Sussex ICB - 97R ,G81658,The Station Practice,7.7732,64.466,65.8402,2.8268,6.5415,3.0425,3.3468,59.7598,64.6667,86.0215,0.5145,1.667,43.206,7.9419,15.3621,78.6957,68.4937,0.7855,2.2681,15.9826,1.8132,86.9761,81.8182,80.402,93.4673,25.0519,1.7315,21341
Sussex ICB - 97R ,Y00080,Harbour Medical Practice,6.2269,76,69.5187,3.0282,4.3374,2.1972,5.2535,78.5714,75.188,92.5926,1.1549,2.726,19.837,9.0863,18.3803,77.1739,64.723,0.2535,0.7746,14.8809,0.8857,83.6625,80.7692,87.0968,93.5484,10.7219,2.6761,7192
Surrey Heartlands  ICB - 92A ,H81002,Knowle Green Medical,4.5038,69.9153,63.0952,1.9855,4.2902,0.935,3.3245,63.5328,69.7368,86.5169,0.254,1.181,13.167,6.7065,12.9747,74.7863,58.764,0.2655,0.6811,10.2361,0.4757,78.1119,78.9855,61.6279,93.0233,11.7182,1.2351,7393
Surrey Heartlands  ICB - 92A ,H81003,Sunbury Group Practice,6.1929,72.0768,66.0804,3.1453,4.5835,1.4633,4.567,68.8372,72.4719,86.0606,1.0467,1.154,13.826,7.6808,15.534,84.5599,64.8908,0.4426,0.9009,10.3871,1.2862,85.7078,83.5,83.8095,91.4286,12.397,1.8955,18274
Surrey Heartlands  ICB - 92A ,H81004,Shepperton Medical Practice,6.5901,78.4519,71.0366,3.7574,6.4773,1.7593,6.5435,79.5252,81.2261,91.2621,1.5364,1.319,10.803,7.3416,19.6545,80.984,68.1421,0.2309,0.6368,12.9448,0.9405,90.4473,83.3333,76.1194,91.791,10.4631,2.428,13433
Surrey Heartlands  ICB - 92A ,H81005,Pond Tail Surgery,6.8193,71.1297,75.4717,2.9345,5.4619,1.5126,5.4152,74.6193,74.4186,88.8889,1.0588,1.533,20.944,6.8615,15.6406,83.3333,61.7647,0.8319,0.8925,9.8505,0.8159,85.6476,87.395,81.9672,91.8033,12.9062,1.6336,7019
Surrey Heartlands  ICB - 92A ,H81006,Austen Road Surgery,5.1345,80.4511,75.5319,2.3158,3.4065,0.7602,4.2339,77.1626,87.7301,95.082,0.6784,0.855,6.877,3.3675,11.5322,83.2031,64.2466,0.2573,0.9006,8.894,2.3888,87.3639,82.5581,75,92.5,7.685,1.3333,6859
Surrey Heartlands  ICB - 92A ,H81009,Studholme Medical Centre,5.7724,73.062,73.5955,3.356,6.7714,1.9177,4.9521,72.1905,75.6757,88.4146,0.8769,1.304,14.166,9.1753,17.84,79.6736,73.584,0.3407,0.8832,15.8602,4.8087,87.4435,80.7963,79.7101,92.2705,11.4342,2.189,15363
Surrey Heartlands  ICB - 92A ,H81010,Guildowns Group Practice,4.9022,71.2963,64.9832,1.4182,2.9226,1.1174,2.5552,51.2141,73.1225,90.7515,0.8869,2.186,11.149,4.248,9.1502,80.6,65.7981,0.4141,0.7775,10.0576,1.3846,86.8135,81.0997,87.5,96.25,11.32,1.051,17873
Surrey Heartlands  ICB - 92A ,H81011,Nork Clinic,5.7257,75.3968,73.3333,2.3169,3.4934,1.1935,4.0721,73.1449,76.9231,94.4444,1.1116,0.678,5.434,6.8158,13.6438,79.3548,67.0561,0.4681,0.6202,8.5228,0.2671,87.1966,83.8462,77.7778,90.1235,8.6172,1.568,7659
Surrey Heartlands  ICB - 92A ,H81015,Chobham & West End Medical Practice,5.5754,77.2861,79.661,2.6457,4.0647,1.032,4.7659,71.3855,72.5962,84.5361,0.8537,1.546,8.97,5.8627,13.0781,85.9375,63.8614,0.3002,0.4972,10.3809,2.0776,86.0249,85.1852,77.5281,89.8876,8.7519,1.8294,9156
Surrey Heartlands  ICB - 92A ,H81016,Fairfield Medical Centre,6.3761,82.2542,85.461,3.7041,5.1592,1.3346,7.5822,79.1837,84.1629,86.7647,1.2379,1.174,7.503,6.3143,18.4526,80.7631,68.8037,0.2998,0.706,12.4448,1.196,86.5227,81.4815,87.0968,97.8495,6.8901,2.7079,10594
Surrey Heartlands  ICB - 92A ,H81017,Ashlea Medical Practice,5.914,74.4327,79.5556,3.0731,3.4067,1.3814,5.5606,71.2934,72.89,86.7816,0.9009,2.207,8.822,6.0011,15.5055,76.9767,61.6175,0.6306,1.006,9.6979,0.6283,83.7034,80,77.5862,91.3793,8.8544,2.0771,19810
Surrey Heartlands  ICB - 92A ,H81019,Sunny Meed Surgery,5.5161,70.2006,65.098,2.0044,3.9982,1.3583,3.6784,68.4739,72.6872,89.9225,0.6388,1.425,11.909,6.3264,11.652,82.029,68.599,0.2423,0.6094,12.1232,0.4107,86.1226,82.0513,76,92,10.2418,1.4023,11169
Surrey Heartlands  ICB - 92A ,H81020,Fort House Surgery,6.1519,78.0702,74.812,2.0618,4.8993,1.0569,4.4659,82.3158,80.3279,91.6667,0.6029,0.601,9.123,5.59,12.7503,78.718,65.5329,0.268,0.6624,18.4851,0.8667,89.1272,72.7273,83.871,92.4731,6.4663,1.578,10796
Surrey Heartlands  ICB - 92A ,H81021,The Mill Medical Practice,6.4018,75.1663,79.085,2.1523,4.3734,1.0466,4.4998,74.5552,75.0929,93.5644,1.0643,3.002,8.4,5.6667,15.1194,78.771,65.019,0.4021,0.7036,7.6495,3.8746,84.1073,78.0083,74.5902,85.2459,8.3604,1.425,14538
Surrey Heartlands  ICB - 92A ,H81022,Chiddingfold Surgery,7.1167,76.9634,75.188,3.2961,7.3808,1.4456,5.1272,77.7778,80.531,93.4783,1.5806,2.42,11.267,6.4638,19.2753,86.0902,78.3379,0.2891,0.8674,10.2085,0.7258,90.0771,83.3333,86.9565,95.6522,8.5832,2.1974,5047
Surrey Heartlands  ICB - 92A ,H81023,Lingfield Surgery,5.3472,74.0554,69.4545,3.0214,6.4773,1.8182,5.6774,79.321,79.8246,90.3846,1.3012,0.962,14.561,7.7426,15.0713,76.5957,69.9527,0.9002,0.5615,10.3902,0.6322,87.3561,80.4781,90.3226,89.2473,12.162,2.0053,11737
Surrey Heartlands  ICB - 92A ,H81024,Goldsworth Park Health Centre,5.6057,73.8693,67.4074,2.7521,5.7639,1.4219,3.7459,60.2105,69.163,87.5,1.376,1.889,12.558,6.7024,14.3032,74.8219,64.9655,0.4816,0.818,10.6308,0.9951,84.5575,86.5385,79.6992,90.2256,10.5584,1.7353,11759
Surrey Heartlands  ICB - 92A ,H81025,St John's Family Practice,6.5565,76.8448,70.3008,3.2601,6.4544,1.5769,5.714,73.4756,80.9091,88.764,1.1251,1.34,9.281,7.0388,17.7002,90.3461,76.9496,0.5138,0.6821,15.9322,0.585,89.7727,83.0579,87.3874,93.6937,9.4314,2.2768,10780
Surrey Heartlands  ICB - 92A ,H81026,Binscombe Medical Centre,7.6439,75.2717,81.5094,3.23,3.7526,1.4848,5.0621,76,76.4706,96.5217,1.1895,1.59,9.749,5.8078,14.4135,70.5761,57.155,0.4949,1.1201,9.376,1.3624,84.0624,77.0054,61.7021,84.0426,9.5678,1.8755,11402
Surrey Heartlands  ICB - 92A ,H81028,Dorking Medical Practice,7.4105,73.1868,74.4262,3.6276,3.2609,1.8942,4.9589,71.9745,73.5772,86.6667,1.2956,0.834,10.622,5.9664,18.0933,75.0916,64.503,0.5808,1.0454,6.8911,0.8037,88.4585,81.3131,77.2277,84.1584,12.2547,2.4214,12367
Surrey Heartlands  ICB - 92A ,H81029,Dapdune House Surgery,6.2277,71.0526,66.8161,1.9271,3.4508,1.1299,3.3589,59.2292,69.7436,89.4737,0.5263,2.129,11.637,4.7195,10.9899,74.4186,61.2737,0.356,1.2847,9.5356,2.5758,86.6171,82.1656,77.2727,85.2273,13.3718,1.1841,11400
Surrey Heartlands  ICB - 92A ,H81030,Greystone House Surgery,6.0028,72.0207,71.5789,2.5301,4.2354,1.4383,3.7604,63.4441,71.9844,89.6755,0.6758,1.339,13.424,7.0411,12.1097,75.4483,63.8137,0.7694,1.1021,12.2672,1.7418,84.8829,79.2757,83.5249,92.3372,11.7403,1.4557,21606
Surrey Heartlands  ICB - 92A ,H81031,Witley Surgery,6.6527,78.4916,73.5075,2.6878,3.6792,1.2877,4.6668,73.6686,78.8136,90.1961,0.363,0.727,10.66,5.0304,12.8943,70.0265,56.1435,0.9074,0.6741,8.1723,1.1779,85.6243,88.4058,63.3803,88.7324,8.8985,1.5988,9997
Surrey Heartlands  ICB - 92A ,H81032,Heathcot Medical Practice,5.4893,72.5108,66.6667,2.3756,4.1963,1.0141,3.6251,63.3229,73.0519,92.5466,0.6051,1.971,10.623,5.9927,12.7633,82.1978,70.927,0.5155,0.9749,12.9149,0.6028,83.2085,82.2222,76.3514,90.5405,8.7672,1.2606,14629
Surrey Heartlands  ICB - 92A ,H81033,Chertsey Health Centre,5.6257,70.1258,65.0113,2.1674,4.666,1.3507,3.9219,71.8987,75.6614,94.0426,0.7987,1.62,15.115,7.5236,13.4395,82.8909,72.2054,0.5295,0.8346,12.3267,0.4557,86.3459,83.5025,87.6106,93.8053,13.5964,1.768,21570
Surrey Heartlands  ICB - 92A ,H81034,Madeira Medical,5.1522,74.4681,72.3077,2.9478,4.0748,1.1338,4.932,76.5343,79.0419,89.7059,1.7234,0.447,7.992,6.3988,15.1247,89.9457,76.3975,0.2834,0.7823,8.8473,0.6128,89.4666,87.9195,91.25,92.5,9.192,1.9274,8010
Surrey Heartlands  ICB - 92A ,H81035,Merrow Park Surgery,6.1768,76.8156,71.3178,2.2729,4.7096,0.9668,4.2999,75.3181,76.0684,91.6667,0.5937,1.958,6.19,5.8091,15.0623,86.8715,76.3047,0.4156,0.7887,9.0711,1.1778,88.7571,84.3575,89.4737,93.6842,8.2634,1.4163,9671
Surrey Heartlands  ICB - 92A ,H81036,Parishes Bridge Medical Practice,4.6647,73.8854,72.3502,2.3057,3.0262,1.3693,4.2791,67.9577,74.8663,89.4737,1.0371,1.188,9.119,6.3743,12.2735,86.4942,72.3307,0.2819,0.5739,10.0343,0.4908,83.3635,83.7037,82.7957,94.6237,10.4837,1.8627,9278
Surrey Heartlands  ICB - 92A ,H81038,Littleton Surgery,4.1222,61.4754,50,2.7293,3.7863,0.4783,5.0647,48,61.25,100,1.1536,1.217,5.499,4.7825,12.3241,73.3813,71.5719,0.2251,0.7034,5.1386,0.2517,74.4059,78.0488,66.6667,76.1905,8.8612,1.632,2828
Surrey Heartlands  ICB - 92A ,H81041,Southview Medical Practice,5.5811,66.7954,63.4921,2.0295,4.2653,1.1531,3.8561,59.9022,71.0383,83.5294,1.0148,1.591,12.973,6.3783,14.7878,82.4615,65.0235,0.8764,1.2823,14.21,1.2912,84.728,82.4176,80.6452,88.172,13.1653,1.6513,9799
Surrey Heartlands  ICB - 92A ,H81042,Crouch Oak Family Practice,6.0258,70.0205,64.0351,2.5561,4.3215,1.83,3.7485,69.6,74.2373,91.3706,0.8205,1.189,14.552,6.7221,14.8406,72.4958,64.3117,0.5313,1.0213,17.585,1.727,84.5355,79.1165,72.9412,89.4118,15.0453,1.7355,15818
Surrey Heartlands  ICB - 92A ,H81043,Wonersh Surgery,7.8227,80.2703,78.3582,3.1244,5.8915,1.2288,5.4772,77.0833,77.8261,95.5556,0.7144,1,7.372,4.8372,15.0029,82.6754,68.6327,0.2858,0.9049,7.9386,1.2053,90.8864,81.25,90.5405,97.2973,7.316,1.7051,9914
Surrey Heartlands  ICB - 92A ,H81044,Springfield Surgery,6.3766,74.3169,73.0159,3.772,7.5666,1.4145,6.2116,74.4,79.2453,88.0952,1.8245,1.181,11.467,6.8238,17.8147,77.5665,68.4819,0.3895,0.5945,12.9211,1.1929,88.5547,68.421,73.913,89.1304,8.0493,2.419,4799
Surrey Heartlands  ICB - 92A ,H81045,Caterham Valley Medical Practice,5.7318,73.4219,71.028,2.8668,3.3919,1.4851,4.6245,75.2688,79.6791,85.8268,0.8929,1.756,11.823,6.2448,12.7644,74.1433,72.8062,0.6486,0.8741,11.4145,1.5949,87.7695,82.8729,80.6818,90.9091,10.5845,1.8987,9781
Surrey Heartlands  ICB - 92A ,H81046,Wayside Medical Practice,5.6176,76.9663,67.8571,1.7408,4.68,1.4962,3.0211,70.0405,72.9167,93.5065,0.9063,0.962,12.201,7.2458,10.9912,61.25,48.1788,0.7481,0.4891,7.7321,2.0777,87.888,73.7288,85.7143,89.2857,11.4906,1.2372,6295
Surrey Heartlands  ICB - 92A ,H81048,Holmhurst Medical Centre,5.7226,70.6161,75.7396,1.728,1.8602,0.8126,1.756,73.2697,79.6512,90.8397,0.7286,0.175,11.129,5.4836,10.368,86.8182,75.3933,0.5698,0.9901,6.8539,0.4541,86.3371,89.2857,81.25,87.5,9.9498,1.0928,8846
Surrey Heartlands  ICB - 92A ,H81050,Wey Family Practice,5.4792,74,69.9153,2.5489,6.1952,1.104,4.6595,74.0566,77.8325,93.3884,0.8848,0.909,8.273,6.4765,13.4426,78.1585,69.7225,0.5195,0.6738,9.5696,0.875,86.6242,80.6324,82.8571,88.5714,9.471,1.8183,10814
Surrey Heartlands  ICB - 92A ,H81051,Derby Medical Centre,6.1987,72.9885,72.6563,1.9993,3.1764,0.9339,4.2546,65.2751,74.8954,93.617,0.6503,1.522,9.316,5.6393,13.0543,79.0043,68.4912,0.3874,0.5742,10.1892,0.8875,90.3718,83.2487,85.4701,94.8718,9.2259,1.5358,13001
Surrey Heartlands  ICB - 92A ,H81052,Cranleigh Medical Practice,6.671,78,76.2626,3.5433,6.4204,1.3218,5.587,70.9677,75.4777,84.8485,0.9386,0.987,9.206,6.1938,16.6944,79.6414,62.9738,0.6109,0.7275,11.0735,1.1219,77.9285,80.4805,69.7368,88.8158,9.0604,2.1993,18133
Surrey Heartlands  ICB - 92A ,H81053,Villages Medical Ctr,5.9599,77.8481,74.1228,2.7564,5.6125,1.2477,5.7509,81.8548,83.8542,90.5405,0.7033,0.926,10.882,6.1033,16.3793,88.6567,68.5302,0.2949,0.5785,16.9216,0.6977,89.0976,85.5346,88.5714,94.2857,8.54,1.7355,7926
Surrey Heartlands  ICB - 92A ,H81055,Hawthorns Surgery,5.8921,73.1959,79.602,3.0189,6.888,1.3651,4.6948,66.2461,72.5,83.5165,0.6992,0.954,11.057,7.3217,15.3718,84.6154,71.1068,1.0988,1.0322,8.4094,0.8069,82.9221,79.2746,71.2766,90.4255,10.5639,2.242,9718
Surrey Heartlands  ICB - 92A ,H81056,Oxted Health Centre,6.9032,77.2085,70.2233,4.0031,6.9833,1.6106,6.2074,76.2846,76.5537,91.6129,1.2873,1.305,10.929,5.5915,16.8763,72.2156,63.8016,0.6936,0.6113,7.6985,4.1415,82.5012,85.5422,84.3478,93.0435,9.0037,2.4747,16421
Surrey Heartlands  ICB - 92A ,H81057,Fordbridge Medical Centre,5.8926,70.3863,64.2857,2.4451,4.3023,1.7715,4.4286,69.2042,74.4681,95.4546,0.5614,1.737,13.861,8.1752,14.758,80.7971,67.4752,0.2994,0.998,14.7528,0.6095,85.8724,92.3529,87.6289,92.7835,13.8397,1.8089,7335
Surrey Heartlands  ICB - 92A ,H81058,Woodlands Road Medical Centre,6.3015,72.6619,76.9608,3.0246,6.318,1.6371,4.2224,66.573,74.4681,93.3333,0.4991,1.501,11.366,8.4382,14.3342,74.9004,62.0253,0.7087,0.7387,8.8703,0.9608,81.9475,85.4077,74.359,94.0171,10.318,1.6271,9540
Surrey Heartlands  ICB - 92A ,H81061,Hillview Medical Centre,5.2987,77.2989,68.6347,2.0864,3.2109,1.04,3.38,71.5134,77.9592,96.648,0.8561,1.502,11.359,5.8916,11.2499,81.6514,74.9136,0.4693,0.78,12.1805,0.4088,86.9021,84.0909,77.6,92.8,10.6112,1.4078,12457
Surrey Heartlands  ICB - 92A ,H81062,Haslemere Health Centre,7.4204,73.906,70.4698,3.6897,4.2453,1.2948,5.5898,73.2601,76.1421,93.5714,1.1001,2.027,8.241,5.6532,16.1745,83.5519,71.7995,0.2053,0.8053,11.2789,1.1094,89.9028,83.4375,59.0909,91.6667,8.5889,2.0317,17677
Surrey Heartlands  ICB - 92A ,H81064,Fairlands Medical Practice,7.1977,76.3214,72.0497,3.1328,5.2458,1.6443,4.7984,76.5517,77.907,89.5425,1.0702,1.351,10.976,6.8917,16.0607,78.013,71.247,0.404,0.7017,12.2699,0.8932,89.0817,80.4054,73.4848,87.1212,10.0145,1.7577,13680
