ICB name,GP code,GP name,Asthma: QOF prevalence,Bowel cancer screening coverage: aged 60 to 74 years old,Breast screening coverage: aged 53 to 70 years old,CHD: QOF prevalence,CKD: QOF prevalence,COPD: QOF prevalence,Cancer: QOF prevalence,Cervical screening coverage: aged 25 to 49 years old,Cervical screening coverage: aged 50 to 64 years old,Children who received at least 1 dose of MMR vaccine between the ages of 1 and 1.5 yrs,Dementia: QOF prevalence,Depression: QOF incidence - new diagnosis,Deprivation score (IMD 2025),Diabetes: QOF prevalence,Hypertension: QOF prevalence,"Last BP reading of patients (80+ yrs, with hypertension), in the last 12 months is <= 150/90 mmHg (denominator incl. PCAs)","Last BP reading of patients (<80 yrs, with hypertension), in the last 12 months is <= 140/90 mmHg (denominator incl. PCAs)",Learning disability: QOF prevalence,Mental Health: QOF prevalence,Obesity: QOF prevalence (new definition),Osteoporosis: QOF prevalence,"Patients (aged 45+ yrs), who have a record of blood pressure in the last 5 yrs (denominator incl. PCAs)",Patients with diabetes and a history of CVD (excl. haem. stroke) treated with a statin (denominator incl. PCAs),People with type 2 diabetes who have received an annual foot check,People with type 2 diabetes who received a cholesterol check,Smoking: QOF prevalence,Stroke: QOF prevalence,Weighted population
Hertfordshire and West Essex ICB - 06K ,E82111,The Symonds Green Health Centre,5.3542,70,75.4902,2.3112,1.6706,1.6907,2.9006,67.1875,78.3133,89.1892,0.7911,0.57,18.996,8.1332,13.0138,77.037,68.4659,0.76,0.7911,15.8019,0.3406,93.1809,91.8605,87.3016,95.2381,13.5775,1.2254,5367
Hertfordshire and West Essex ICB - 06K ,E82115,Stockwell Lodge Medical Centre,6.6505,70.1847,68.1992,2.918,3.1988,2.2535,4.1121,71.3376,77.8302,76.4706,0.7126,0.578,17.455,8.2568,14.0794,83.3333,70.1923,0.5778,0.886,12.6653,0.116,87.8286,85.1282,74.1935,94.3548,14.6366,1.8008,11040
Hertfordshire and West Essex ICB - 06K ,E82121,Watton Place Clinic,8.0953,76.0638,69.6,3.3483,2.5647,1.4405,4.5357,77.8523,76.4151,86.6667,0.292,1.069,12.049,5.823,18.5906,80.3738,74.7638,0.4283,0.4867,7.8604,0.7334,85.3415,93.4426,71.4286,85.7143,10.542,2.1608,4411
Hertfordshire and West Essex ICB - 06K ,E82123,Warden Lodge Medical Practice,5.8941,73.3108,73.0594,3.0224,4.2837,2.0989,5.3416,73.4177,81.1828,92.3077,0.9025,1.035,19.21,8.3078,17.1581,72.3232,59.9123,0.5352,0.829,10.5733,2.9782,88.2881,82.3256,65.1376,87.156,14.1118,2.1094,10591
Hertfordshire and West Essex ICB - 06K ,E82133,High Street Surgery,4.2633,70.5202,55.9701,2.1022,1.2168,1.4467,2.4525,71.9298,75.5906,79.021,0.3956,1.81,20.805,7.428,12.3531,85.5895,69.213,0.5199,1.1641,18.3113,0.4473,91.9536,88.3495,80.4598,91.954,16.0387,1.198,7981
Hertfordshire and West Essex ICB - 06K ,E82626,Whitwell Surgery,7.0835,69.1589,65.3846,2.8266,3.6862,1.9993,4.5502,76.1364,79.7101,100,0.2413,1.629,13.439,5.6469,17.4767,80.531,61.4213,0.3102,0.6205,6.6438,0.3687,86.7454,97.5,74.0741,88.8889,11.4193,1.9648,2696
Hertfordshire and West Essex ICB - 06K ,E82638,Stanhope Surgery,5.1506,69.3878,57.3643,1.8846,1.8244,1.3879,2.8196,72.0755,75.2,79.5455,0.4237,0.855,24.179,7.688,11.8335,87.0504,61.2519,0.7159,1.271,13.0179,0.0989,88.8261,88.3721,89.1892,91.8919,20.116,1.4463,6948
Hertfordshire and West Essex ICB - 06K ,E82654,Helix Medical Centre,6.5748,75.2747,71.3235,1.6465,3.6585,1.1634,2.6817,75.4342,83.4586,94.0741,0.2859,1.538,7.142,4.6053,10.4407,80.7692,71.2657,0.4141,0.6507,6.641,0.4137,89.6025,90.3846,85.4545,94.5455,8.9189,1.0845,6582
Hertfordshire and West Essex ICB - 06K ,E82661,The Garden City Surgery,6.5917,67.8218,68.9655,2.3714,1.5586,2.043,2.3228,65.3595,69.2857,94.3182,0.985,0.686,17.877,7.6474,10.7503,77.9412,51.1765,0.7783,1.1553,10.2712,0.1467,79.3886,89.1667,70.3297,80.2198,17.7164,1.5444,7859
Hertfordshire and West Essex ICB - 06K ,Y02639,Spring House Health,6.322,74.6753,71.7742,1.5501,1.5487,1.03,1.9988,78.6364,81.6,95.935,0.4385,0.54,15.469,5.8175,10.8709,78.2946,67.3426,0.3977,0.724,12.8019,0.3176,90.0647,84.3374,81.9444,87.5,13.9914,0.7138,7355
Hertfordshire and West Essex ICB - 06N ,E82001,Rothschild House Group,6.305,78.9973,80.1541,2.816,4.5028,1.2682,5.1683,76.4386,80.7269,92.1569,0.5886,1.51,8.989,5.4453,16.064,80.8328,71.5731,0.475,0.6796,12.2011,1.25,89.6334,84.5815,79.2169,92.7711,8.192,1.6864,37704
Hertfordshire and West Essex ICB - 06N ,E82004,Hatfield Road Surgery,4.2634,51.25,57.4074,1.7993,2.5903,0.6259,1.7993,61.1607,66.6667,85.5073,0.1565,1.021,11.242,8.2249,9.1336,80.2632,54.4757,0.5476,0.8997,10.2117,0.339,72.1342,94.6667,80,85,11.9008,0.5672,3878
Hertfordshire and West Essex ICB - 06N ,E82009,Lincoln House Surgery,5.8992,72.4227,64.9254,2.3769,5.8942,1.6336,3.2715,67.3203,73.0594,87.2964,0.5575,2.602,17.955,7.5138,14.4043,82.4104,62.523,0.7736,1.1755,15.6357,3.0162,87.1461,85.3392,76.2963,81.4815,14.1573,1.4089,16496
Hertfordshire and West Essex ICB - 06N ,E82012,Fairbrook Medical Centre,5.9448,67.6712,71.7857,2.8939,5.4069,1.9454,3.9601,74.7573,77.3279,79.375,0.8031,1.883,20.101,8.5899,15.882,83.151,68.8623,0.7823,1.267,18.7545,2.0838,86.3306,85.061,83.815,92.4855,15.022,1.6477,15217
Hertfordshire and West Essex ICB - 06N ,E82013,Bridgewater Surgeries,5.968,70.4042,67.7258,2.3165,3.2902,0.9065,2.6019,71.7129,79.0787,84,0.7218,1.033,16.759,8.2792,12.7382,85.7143,71.5057,0.6015,0.9988,16.0874,0.6853,89.6395,88.3281,83.1202,94.3734,13.4668,1.3681,31574
Hertfordshire and West Essex ICB - 06N ,E82014,"Lodge,Highfield & Redbourn",7.0307,77.1963,77.8302,2.6889,5.0432,1.673,4.4529,72.3502,78.803,88.1119,0.9047,1.834,11.048,6.2937,14.3998,80.826,70.5666,0.9856,1.2585,14.6581,3.0712,86.2371,84.7095,80.1136,92.0455,9.4942,1.7589,18244
Hertfordshire and West Essex ICB - 06N ,E82015,Suthergrey House Medical Centre,5.2467,66.5428,76.4103,2.8408,3.166,1.3463,3.2402,63.964,74.2138,90.1639,0.7074,1.06,15.083,7.577,14.9458,84.0256,68.9067,0.5705,1.0953,12.5662,0.7454,83.9537,87.1508,73.2673,88.1188,11.9389,1.6771,9587
Hertfordshire and West Essex ICB - 06N ,E82017,Garston Medical Centre,4.7342,67.0034,76.9585,2.1392,3.355,1.1471,2.8368,74.1525,79.0323,87.5,0.3643,0.451,15.232,7.8371,12.9592,82.4675,73.3138,0.372,0.7596,12.5789,0.1783,84.5378,86.5116,88.5714,92.8571,12.3155,1.1626,10881
Hertfordshire and West Essex ICB - 06N ,E82020,Consulting Rooms,5.8545,57.0707,61.3636,2.6946,3.3352,2.3503,3.2485,64.6288,69.6429,94.7368,0.7335,0.876,19.814,9.1861,16.1078,77.2021,68.4032,0.9281,1.2275,16.1915,0.2917,82.2873,85.5073,87.5,91.6667,16.8479,1.6018,7819
Hertfordshire and West Essex ICB - 06N ,E82022,Fernville Surgery,5.5578,70.0665,71.5152,3.134,5.2453,1.7006,3.6845,66.3295,75.1724,85.8696,0.8503,1.728,18.706,7.6349,14.0568,87.4046,68.3212,0.6595,1.1392,15.8676,1.2681,85.0444,83.8961,82.6316,90,14.9349,1.4335,18309
Hertfordshire and West Essex ICB - 06N ,E82027,Parkfield Medical Centre,5.2524,71.5736,75.9857,2.9276,7.4914,1.6047,5.2603,71.599,81.1966,82.4742,1.1037,1.296,12.157,6.7469,16.8532,86.9767,75.5968,0.4853,0.9628,12.9241,2.176,88.6541,83.0882,88.3721,96.124,11.3437,2.3249,12994
Hertfordshire and West Essex ICB - 06N ,E82031,Maltings Surgery,6.4229,72.6862,73.7892,1.971,2.1086,1.0459,3.1115,66.573,73.8739,93.3735,0.5361,1.692,9.482,4.5703,10.328,75,62.5247,0.5676,0.9986,8.8247,1.7724,72.834,83.1776,66.6667,83.3333,9.397,1.13,14673
Hertfordshire and West Essex ICB - 06N ,E82032,Bennetts End Surgery,6.4945,72.0497,65.1163,2.8596,4.7309,2.0024,3.3045,76.6337,82.7206,88.5246,0.7918,0.843,17.208,9.4177,14.0492,87.0886,69.4064,0.6216,0.9423,19.4827,0.6213,88.9569,89.8508,82.1782,91.0891,15.2557,1.6425,15822
Hertfordshire and West Essex ICB - 06N ,E82037,Village Surgery,5.4792,81.1475,78.3708,2.7826,4.0344,0.795,5.4946,81.352,81.761,91.6031,0.763,0.484,5.495,5.158,14.6118,84.0746,75.9166,0.2949,0.6796,9.0879,0.4118,89.1156,89.8678,85.7143,88.5714,6.3902,1.9299,13274
Hertfordshire and West Essex ICB - 06N ,E82043,Schopwick Surgery,6.2836,68.4549,77.5316,4.0597,7.2727,1.2007,5.068,76.378,79.4466,90.0709,0.9619,2.053,12.6,8.5264,16.524,85.4197,71.1369,0.6368,0.9685,15.0901,3.4837,88.5589,86.0849,80.3468,91.9075,9.7495,2.1028,15383
Hertfordshire and West Essex ICB - 06N ,E82045,Watford Health Centre,4.6229,56.3187,53.4884,2.3495,2.1173,1.5321,2.2107,60.8696,74.1667,84.1808,0.6581,1.154,19.973,8.2905,12.0508,84.5946,73.6069,0.7043,1.4035,16.1014,0.7486,77.8885,86.7036,82.8125,92.1875,17.6111,1.0848,17541
Hertfordshire and West Essex ICB - 06N ,E82046,Vine House Health Centre,6.9593,73.822,72.4907,3.6152,7.5661,2.1354,4.7766,75.4658,76.8182,90.2778,0.7212,1.35,12.735,8.0673,19.8651,76.7442,64.017,0.7399,0.8055,13.2231,1.9268,86.457,85.9259,80.8696,92.1739,13.0627,2.1354,11756
Hertfordshire and West Essex ICB - 06N ,E82050,Grove Hill Medical Centre,6.3398,72,57.6923,3.028,4.3792,2.1656,2.8938,72.2826,70.8861,91.3044,0.4791,1.518,23.386,9.3154,17.248,94.898,65.586,0.6133,0.7091,17.4421,0.1752,88.134,89.5833,92.4242,96.9697,17.3831,1.4182,5202
Hertfordshire and West Essex ICB - 06N ,E82051,Everest House Surgery,5.6759,70.5069,70.8475,2.505,4.1416,1.8961,3.7298,74.1379,75.3304,87.6812,0.6643,1.748,18.748,8.9235,16.2273,82.0331,73.4131,0.8373,0.9204,15.7956,2.63,89.9257,85.6115,79.5455,89.2045,14.7194,1.5293,15345
Hertfordshire and West Essex ICB - 06N ,E82055,Midway Surgery,6.8826,81.6514,78.8079,3.8314,4.5942,1.314,5.1897,75.6219,84.3511,89.2473,0.8711,0.699,7.65,6.6618,15.6208,79.2254,64.5995,0.3617,0.7678,13.2234,1.3738,88.4029,81.1111,78.8618,91.8699,7.1062,2.1335,12934
Hertfordshire and West Essex ICB - 06N ,E82059,Grange Street Surgery,6.714,76.8953,78.8991,2.3322,3.2971,1.3974,4.3528,74.8571,80.8612,93.2692,0.8875,1.28,8.553,5.5147,13.672,80.3815,61.7021,0.5571,0.8309,10.2415,0.6573,87.179,90.9774,71.4286,79.2208,7.7231,1.4257,9316
Hertfordshire and West Essex ICB - 06N ,E82060,Parkbury House Surgery,5.6956,77.5652,79.4811,1.9151,1.5351,1.0589,3.7536,74.023,78.628,92.3423,0.6984,0.99,8.081,4.8083,11.3104,83.6066,64.5589,0.3515,0.8201,8.9647,1.065,83.3188,84.2593,83.8028,89.4366,7.5719,1.2617,17596
Hertfordshire and West Essex ICB - 06N ,E82064,Chorleywood Health Centre,6.4741,74.8879,74.8466,2.8518,4.6394,0.6796,4.6642,79.9043,83.6601,96,0.8396,1.647,,5.0503,14.4989,87.9518,79.8942,0.3598,0.7063,9.0772,0.7781,91.4994,87.1287,86,92,5.7043,1.879,6099
Hertfordshire and West Essex ICB - 06N ,E82066,Haverfield Surgery,5.7396,73.2143,70.4545,2.938,2.9647,1.5364,4.2049,79.3388,82.8947,85.3659,1.0243,1.932,10.606,6.2705,15.5795,89.5425,78.3529,0.4582,0.6199,12.7915,1.0925,90.1982,80.6452,87.0968,93.5484,8.1399,1.186,3227
Hertfordshire and West Essex ICB - 06N ,E82068,Gade Surgery,5.4465,72.6098,71.6364,3.0268,3.5448,1.1104,4.4497,70.8861,77.1784,91.4894,0.5922,0.807,6.937,6.2211,13.596,80.4569,66.3225,0.7238,0.7403,11.6355,1.2859,87.3891,80,70.4762,82.8571,8.9448,1.7931,10933
Hertfordshire and West Essex ICB - 06N ,E82069,The Elms Surgery,4.263,57.0313,68,1.6704,1.7194,0.5863,2.2566,61.8932,63.2653,89.1667,0.4646,1.304,13.377,7.0014,10.9181,83.0303,62.2871,0.4425,0.7965,12.9961,0.5157,82.769,82.4,85.5422,95.1807,11.668,0.885,6640
Hertfordshire and West Essex ICB - 06N ,E82070,Woodhall Farm Medical Ctr,4.6194,58.9041,68.0851,1.8235,1.586,1.0294,1.5882,60.5839,64.8649,85,0.3529,1.388,20.534,7.7074,12.0588,60.9756,60.7046,0.5882,0.9412,16.0983,0.1112,83.8822,79.4872,84.6154,82.0513,15.501,0.9706,2924
Hertfordshire and West Essex ICB - 06N ,E82071,Elms Medical Practice,5.8703,79.5259,79.4872,2.6807,3.8476,0.849,4.524,77.027,80.826,98.773,0.5815,0.878,5.203,4.6747,12.601,79.0607,66.4855,0.2675,0.5466,8.7291,1.6695,86.5797,82.8054,83.6735,88.7755,5.6425,1.541,12349
Hertfordshire and West Essex ICB - 06N ,E82073,Manor View Practice,5.4012,67.7333,67.1533,2.543,4.8464,1.3392,3.0658,66.8452,72.6761,79.8561,0.6894,1.263,15.376,7.1126,13.494,79.9296,65.3753,0.7415,0.881,15.1278,1.455,85.0606,85.1939,84.5982,91.9643,13.4359,1.31,41718
Hertfordshire and West Essex ICB - 06N ,E82077,Davenport House Surgery,5.6464,80.7163,81.5603,2.4281,1.6393,0.7331,5.408,73.9018,77.7778,94.5055,0.7489,0.743,4.42,4.612,11.0603,84.7926,72.8586,0.5361,0.473,6.2112,0.7119,87.1811,85.9375,88.3117,93.5065,6.1225,1.7343,9721
Hertfordshire and West Essex ICB - 06N ,E82078,Highview Medical Centre,5.9996,71.6612,75.9091,2.9447,3.1277,2.2384,4.4469,70.7865,77.5401,84.1584,0.9948,1.794,14.047,6.9482,15.8476,83.3788,70.0653,0.5074,0.8754,11.4766,1.1146,88.9842,86.3354,88.4615,92.3077,13.2818,1.8305,9758
Hertfordshire and West Essex ICB - 06N ,E82083,The Colne Practice,6.152,71.3018,64.898,3.1463,4.8947,1.8215,3.9158,72.8659,74.8792,90.1409,0.789,0.828,9.287,7.967,15.9848,81.7949,70.2638,0.5455,0.8572,13.1742,0.5096,85.9806,80.8824,81.8966,92.2414,10.9831,1.8995,10313
Hertfordshire and West Essex ICB - 06N ,E82084,Harvey Group Practice,5.9871,72.8947,76.7606,1.9922,3.6819,1.0422,3.6583,72.6721,75.6458,93.6937,0.6664,1.634,7.54,5.4487,14.1865,79.9578,66.0773,0.709,1.2903,9.2003,2.5473,88.8628,81.7647,91.3462,92.3077,7.8068,1.4747,12117
Hertfordshire and West Essex ICB - 06N ,E82085,The Red House Group,5.5998,74.8447,72.5055,3.2765,3.1646,1.009,4.6891,75.3497,78.125,91.3295,0.6372,1.113,10.819,6.5471,14.0672,80.8782,75.1415,0.5151,0.7912,9.2805,0.4828,87.8392,89.0966,79.2453,89.3082,9.3256,1.625,17225
Hertfordshire and West Essex ICB - 06N ,E82091,Parkwood Surgery,5.8091,73.5135,75.443,3.3205,5.8216,1.8728,3.8892,68.323,73.2308,81.3559,0.8158,1.557,15.258,6.8358,16.8151,65.0281,50.6998,0.5228,1.0456,12.0798,0.6568,86.897,79.3696,71.3483,86.5169,12.2175,2.0222,18391
Hertfordshire and West Essex ICB - 06N ,E82094,The Manor Street Surgery,6.4217,77.3585,78.4173,2.2489,3.0658,0.6932,4.4414,78.803,77.4194,96.748,0.798,0.432,7.167,4.7344,12.5826,81.6555,69.7487,0.2176,0.5884,8.5494,0.7126,89.8667,85.8268,81.9444,88.8889,7.9074,1.5638,10473
Hertfordshire and West Essex ICB - 06N ,E82096,Sheepcot Medical Centre,6.7946,70.997,72.6141,2.8769,3.3064,1.4758,3.7175,71.7742,75.8621,88.8889,0.7659,1.166,13.578,8.5206,14.6927,72.7273,60.4132,0.5791,0.7939,14.2127,0.6398,87.1002,80.4651,78.7879,86.3636,11.1099,1.6253,10736
Hertfordshire and West Essex ICB - 06N ,E82098,Annandale Medical Centre,5.9167,76.4925,72.8205,2.8635,3.956,1.2495,6.0914,72.7273,80.9524,94.4444,1.2886,0.415,10.703,7.0788,15.6579,85.5073,76.69,0.4295,1.0022,11.9955,0.6089,90.2525,87.4074,86.25,91.25,9.4207,2.0955,7921
Hertfordshire and West Essex ICB - 06N ,E82105,Abbotswood Medical Centre,5.9402,67.7966,69.8925,2.1575,4.2088,1.323,3.277,67.8161,71.4286,82.2581,0.346,1.625,15.36,8.2338,14.0037,82.6923,66.2671,0.692,1.2212,14.6244,0.122,85.5087,90.1099,70.1754,87.7193,14.3934,1.2416,4679
Hertfordshire and West Essex ICB - 06N ,E82106,New Road Surgery,6.258,76.3473,75.6522,3.1417,4.5173,1.2681,4.4027,77.6812,79.798,93.3962,1.1755,1.141,4.941,6.7989,16.1644,76.1756,60.5763,0.3277,0.7053,7.9838,1.1485,87.7517,76.3393,74.2268,91.7526,8.1217,2.1158,11489
Hertfordshire and West Essex ICB - 06N ,E82107,Summerfield Health Centre,6.6993,69.4737,74.0196,2.6263,3.999,1.7794,3.3781,77.6243,80.3371,83.1858,0.5709,1.587,13.489,8.9844,14.283,78.3883,62.7036,0.6471,1.0658,16.2545,0.3612,87.2628,81.3726,85.9504,91.7355,13.7596,1.3988,9404
Hertfordshire and West Essex ICB - 06N ,E82113,"Colney, Coleridge House & Bricket Wood Medical Centres",4.3775,65.9091,68.3333,1.7919,1.569,0.9649,2.674,67.1756,72.0339,84.2105,0.3308,3.3,16.307,7.3266,12.1985,68.1529,49.8626,0.3997,0.9373,11.1091,0.087,71.9491,85,78.6667,82.6667,14.7145,0.8684,5932
Hertfordshire and West Essex ICB - 06N ,E82117,The Grove Medical Centre,5.1431,64.6429,66.6667,2.1015,2.1033,1.4166,3.0666,74.7984,77.1144,79.0698,1.1597,1.031,19.71,7.8697,14.1734,78.6487,70.8477,0.5837,1.2609,11.9665,0.2809,83.5611,82.0106,77.4436,89.4737,14.7905,1.5722,13112
Hertfordshire and West Essex ICB - 06N ,E82124,Attenborough Surgery,5.635,67.8998,69.3878,2.6865,4.0653,1.2966,3.6883,65.5602,73.7794,86.7435,0.9085,1.495,13.321,8.0015,13.3303,85.1429,66.1343,0.5265,0.9296,16.3069,2.6606,84.3807,83.1563,78.1513,90.4762,12.5322,1.3809,31268
Hertfordshire and West Essex ICB - 06N ,E82129,Kings Langley Surgery,5.8494,75.4564,67.6966,2.7501,4.3206,1.0923,4.3308,76.7717,78.1759,93.7063,0.5976,0.898,9.344,5.7104,13.3458,87.5706,72.7038,0.3277,0.7582,14.0762,0.8453,87.7033,85.6482,85.0394,92.126,9.5081,1.555,13922
Hertfordshire and West Essex ICB - 06N ,E82643,Archway Surgery,5.9701,75.8242,80,2.1645,2.5916,0.974,2.7778,75.2941,76.9231,100,0.3247,0.983,9.557,5.4042,15.8009,80.7692,73.9521,0.0722,0.6494,8.311,0.2582,86.0414,84,75,85,9.4203,1.3709,2480
Hertfordshire and West Essex ICB - 06N ,E82652,Gossoms End Surgery,4.9279,70.9302,72.2222,2.8278,4.5491,1.3673,4.1641,78.2609,70.8333,88.5714,0.5283,1.771,9.933,7.123,15.7862,88.7097,72.3958,0.3418,0.808,11.1514,2.1258,86.9788,94.4444,93.75,96.875,10.4611,1.7091,2872
Hertfordshire and West Essex ICB - 06N ,E82655,South Oxhey Surgery,6.2064,64.6465,65,1.8741,3.6347,2.0183,2.3306,75,75.7143,74,0.5046,1.13,19.877,9.2359,13.1908,82.3529,75.8836,0.3844,1.0812,17.4404,0.2381,91.5113,86.9048,86.5385,90.3846,15.6068,1.2494,4171
Hertfordshire and West Essex ICB - 06N ,E82657,Little Bushey Surgery,5.8036,66.6667,68.5714,4.0951,7.3987,1.5436,5.7332,75.3769,79.8387,93.0233,0.7718,1.077,8.464,8.9682,16.3805,89.0729,79.1328,0.3465,0.819,13.1924,1.5051,91.3388,88.6905,85.7143,94.8052,8.9452,1.7011,6375
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81002,Greensand Surgery (Ampthill),9.408,79.6875,73.6402,2.5992,5.4502,1.3387,4.2212,82.1114,86.5,97.6191,0.811,1.151,9.923,6.915,16.1716,83.7061,72.2057,0.1563,0.6058,10.9762,1.4264,82.6374,86.9565,92.2222,97.7778,7.2324,1.7784,8466
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81003,Dr Jl Henderson & Partners,8.2792,75.1623,73.301,2.7862,3.524,1.6181,3.6383,75.2688,77.3256,90.7217,0.6415,0.48,11.812,6.6096,16.2813,81.7259,74.4738,0.4979,1.0819,13.3149,1.504,88.6889,81.0651,84.0426,92.5532,11.3437,1.9053,20027
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81004,Salisbury House Surgery,8.0143,72.0109,69.8347,2.8448,2.1892,1.988,3.3356,76.1905,77.4359,94.1606,0.8401,0.691,12.543,6.6534,15.0807,79.9523,69.7991,0.3743,1.1479,10.9458,0.2509,88.4556,82.2086,85.7143,91.9643,13.7006,1.6137,11266
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81005,Bell House Medical Centre,7.1816,60.4167,58.8608,2.745,4.3096,1.1895,2.5986,53.5433,67.8832,87.7863,0.6039,0.469,38.074,13.9972,13.1485,77.5,69.9222,0.7137,1.4091,8.7878,0.2612,82.7695,86.0947,74.6193,93.401,12.7376,1.7842,10872
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81006,Stopsley Village Practice,5.4081,66.5493,73.2673,2.2241,3.4879,1.689,3.3047,64.214,74.5562,89.4737,0.6504,0.575,19.236,10.1172,16.282,81.5341,75.9167,0.5141,0.7449,12.0941,0.0574,88.5489,78.421,78.7879,93.1818,14.2966,1.5212,9259
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81007,Harrold Medical Practice,7.8468,78.125,71.5847,3.2234,4.6605,1.7991,6.4168,78.4884,76.9737,87.7193,0.5247,0.364,13.199,7.0109,20.8396,85,69.1743,0.1949,0.8846,10.5407,2.3306,89.0638,86.0465,85.7143,90.4762,8.2652,2.039,6224
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81008,Wheatfield Surgery,7.2514,62.5731,69.3798,3.0139,4.5521,2.2847,3.0058,62.0609,72.1461,89.4737,0.713,1.348,25.29,11.359,16.2278,84.2105,70.7065,0.7211,1.118,13.2621,0.472,85.3416,86.4162,77.5,86.5,16.085,1.7743,13299
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81009,West Street Surgery,7.0111,74.813,72.2628,3.059,2.9863,2.3444,3.9261,79.3893,86.6667,87.6191,0.7788,2.051,16.467,8.7435,17.0775,88.1701,81.0845,0.5299,0.8992,14.5929,0.2742,92.6476,89.823,93.662,96.4789,12.9906,2.0474,12689
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81010,Dr Whm Matta's Practice,5.747,62.9268,66.6667,3.0339,1.7963,1.1816,2.7145,45.5072,61.8056,87.5,0.8516,0.453,26.785,10.9644,13.9557,78.4173,59.0513,0.7984,1.0326,14.6676,0.407,86.1567,84.4444,81.2081,91.9463,12.1768,1.8629,9536
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81012,Greensands (Potton),6.9931,76.8763,63.2399,2.8931,1.5249,1.2677,4.3242,77.3936,75.8621,91.6084,0.6844,0.444,13.587,7.8564,15.6167,82.4054,70.5581,0.2411,0.6844,10.1535,0.1198,92.7943,88.2653,88.7218,93.985,10.1588,1.7032,11994
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81013,Castle Medical Group Practice,4.5688,68.0101,75,2.3353,2.9964,1.8252,2.4644,52.5038,70.6383,78.6207,0.6514,1.036,27.296,7.1739,12.8257,80.4878,69.2439,0.4916,1.1246,9.757,1.7773,85.1899,87.0036,78.9474,91.8129,15.9666,1.395,15716
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81014,Priory Gardens Surgery,6.1168,66.4352,75.8278,2.1967,1.7576,1.6099,2.4229,61.3456,70.4724,83.4532,0.5007,1.25,18.456,8.7208,10.6229,81.9149,65.5234,0.6084,0.8884,12.9823,0.1392,84.0161,85.034,74.7573,89.8058,16.8383,1.3299,16706
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81015,Flitwick Surgery,8.3725,78.6517,82.0442,3.2317,5.3576,2.087,4.3833,75.6381,76.7123,93.9189,0.8027,1.564,9.212,8.2892,17.7148,78.53,63.7803,0.5933,0.8306,23.2419,1.6121,80.3872,88.1459,87.9518,92.1687,10.9857,1.8846,13158
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81016,Lister House Surgery,5.3846,59.0909,51.9608,2.6409,5.1388,0.7259,1.8842,60.3687,78.3505,84.8101,0.7876,0.166,31.638,15.987,14.7027,82.5503,77.0859,0.834,0.8958,15.3543,0.2299,93.0332,86.6029,90.604,95.302,11.0222,1.0193,6150
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81018,Woodland Avenue Practice,5.2184,60.8025,57.3913,3.264,1.9425,1.0629,2.2087,50.8475,71.1443,76.6423,0.5654,0.606,28.468,11.7353,13.5082,71.6763,51.2448,0.8141,0.9649,12.7993,0.2195,84.6138,82.7586,54.7511,85.9729,11.923,1.4172,12739
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81019,London Road Health Centre,6.9016,62.5793,52.1164,2.3108,2.6102,1.3997,2.2756,60.9428,68.5131,87.372,0.5546,1.592,25.439,10.1836,12.4081,81.6901,59.6741,0.6602,1.2897,13.1328,0.3014,84.9081,88.5281,69.0554,86.3192,17.9724,1.4173,20873
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81021,Queens Park Health Centre,7.5311,58.1749,64,2.2033,2.5836,1.0217,2.5098,58.3493,71.0383,89.2064,0.5286,0.646,22.126,10.4214,11.1896,82.6191,64.5546,0.8129,1.2704,16.1721,0.72,89.0868,89.4506,77.6371,90.2954,13.972,1.2971,16223
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81022,Larksfield & Arlesey Medical Practice,7.24,76.8953,79.198,2.5615,3.2449,1.4989,3.2493,77.5424,78.8732,86.6337,0.7597,0.726,11.932,7.1257,13.834,78.0172,62.2143,0.3542,0.8008,9.9925,0.6175,87.5662,82.2148,76.7956,86.7403,12.3857,1.4476,15892
"Bedfordshire, Luton and Milton Keynes ICB - M1J4Y ",E81024,Sharnbrook Surgery,8.8817,77.1784,68.7861,3.6325,1.7405,1.3357,5.3103,70.0637,75,82.5,1.238,0.969,13.413,6.812,17.511,81.2721,67.298,0.4724,0.8308,10.1859,0.7468,89.9561,81.5534,86.8852,90.1639,8.6513,2.7366,5883
